preNumRotatableBonds,ex1SlogP_VSA5,pieceBCUT2D_MWLOW,pieceMinPartialCharge,ex1Chi2v,ex2PEOE_VSA7,pieceVSA_EState3,R,pieceSlogP_VSA5,ex1Chi4v,pieceMolLogP,pieceVSA_EState10,piecePEOE_VSA14,ex2HallKierAlpha,ex2EState_VSA7,ex1Kappa3,piecePEOE_VSA8,Diisocyanate_ratio,pieceFpDensityMorgan3,ex1HallKierAlpha,pieceBCUT2D_MRHI,piecePEOE_VSA10,pieceMaxAbsPartialCharge,piecePEOE_VSA2,ex2PEOE_VSA14,pieceMaxEStateIndex,pieceEState_VSA9,pieceFpDensityMorgan1,preBalabanJ,ex1HeavyAtomMolWt,piecePEOE_VSA7,pieceqed,extender2_ratio,pieceVSA_EState7,pieceChi4v,ex2Chi4v,ex2Kappa3,ex1EState_VSA6,pieceVSA_EState9,pieceMinAbsEStateIndex,pieceEState_VSA5,polyol_ratio,preqed,ex1VSA_EState10,pieceMinEStateIndex,ex1EState_VSA8,Hs_wt,pieceBCUT2D_MWHI,mac_rate,pieceVSA_EState1,extender1_ratio,pieceHallKierAlpha,lg_Eb
78,20.71597735,10.0377688,-0.458434937,7.091023624,48.2340145,53.17946469,1,1019.773131,4.278651099,89.7052,0,109.244075,-1.96,24.26546827,5.771564545,978.1062473,0.5,0.171790235,-2,8.763827941,26.42752786,0.458434937,69.11825185,0,13.44972596,374.2121734,0.056057866,0.70532805,376.326,1305.920053,0.007283331,0.25,133.5633438,58.15413204,1.65728322,2.764392361,48.53093655,5.389781603,0.212868084,28.69759349,0.25,0.023613693,0,-0.729048186,0,0.416164081,33.11470982,100,460.3693033,0,-30.24,
78,46.39926384,10.0377688,-0.462065126,8.505237186,48.2340145,53.32360637,1,1045.456418,4.759432516,91.2656,0,109.244075,-1.96,24.26546827,8.024691358,978.1062473,0.5,0.165170557,-2,8.763831749,0,0.462065126,69.11825185,0,13.45094079,374.2121734,0.055655296,0.70532805,424.37,1331.60334,0.007283331,0.25,135.8015803,58.6843888,1.65728322,2.764392361,24.26546827,5.527598886,0.100922103,28.69759349,0.25,0.023613693,0,-0.609528359,0,0.416164081,33.11471032,100,460.8542802,0,-30.24,
78,72.08255033,10.0377688,-0.462067464,9.919450749,48.2340145,53.40524872,1,1071.139704,5.466539297,92.826,0,109.244075,-1.96,24.26546827,10.50812162,978.1062473,0.5,0.169340463,-2,8.763835573,0,0.462067464,69.11825185,0,13.44703068,374.2121734,0.055258467,0.70532805,472.414,1357.286626,0.007283331,0.25,139.8698951,59.39149558,1.65728322,2.764392361,24.26546827,5.613988713,0.220677895,28.69759349,0.25,0.023613693,0,-0.548577617,0,0.416164081,33.11471081,100,461.0636048,0,-30.24,
78,0,10.04345311,-0.452633642,5.580880229,6.9237372,55.80924359,1,999.1876306,3.073846186,86.93592,0,97.2433389,-1.36,0,3.115617916,995.7844484,0.5,0.189239332,-1.26,8.763420078,0,0.452633642,73.91278904,0,13.19813374,360.0015845,0.070500928,0.70532805,236.28,1288.875244,0.00956017,0.25,132.9718216,56.35706153,1.039015105,1.620702485,21.58779595,6.061208218,0.052066775,7.109797541,0.25,0.023613693,0,-0.695764917,0,0.401089299,33.11470743,100,443.972479,0,-28.74,
78,0,10.04349152,-0.452633642,3.79327881,6.9237372,47.00239128,1,999.1876306,1.731480565,84.45412,0,97.42971558,-1.36,0,6.62,979.0767441,0.5,0.178907721,0.62,8.763199473,13.21376393,0.452633642,89.86315485,0,13.19772034,369.4753104,0.06779661,0.70532805,144.176,1240.344307,0.009560179,0.25,131.2732225,54.94704158,1.039015105,1.620702485,21.58779595,5.685597406,0.052068796,35.80739104,0.25,0.023613693,0,-0.695766733,0,0.401089299,33.11466489,100,459.2517839,0,-27.18,
78,0,10.04348641,-0.452633642,3.121320344,6.9237372,55.50811359,1,999.1876306,0.866025404,83.08812,0,97.2433389,-1.36,0,4.62,974.6187089,0.5,0.196597353,0.62,8.762882015,0,0.452633642,73.91278904,0,13.19767627,360.0015845,0.073724008,0.70532805,116.17,1240.344307,0.007283329,0.25,132.9702407,54.57964489,1.039015105,1.620702485,21.58779595,5.700167243,0.052045332,28.69759349,0.25,0.023613693,0,-0.695744241,0,0.401089299,33.11467671,100,443.8424131,0,-27.18,
78,0,10.04342546,-0.467461623,5.380625966,6.9237372,54.9508122,1,999.1876306,2.896502341,82.25632,0,109.1819495,-1.36,0,6.209877378,986.1244161,0.5,0.207792208,-0.44,8.76352472,12.08368166,0.467461623,73.91278904,0,13.28334146,369.4753104,0.077922078,0.70532805,252.232,1240.344307,0.007283329,0.25,132.2581981,56.35768944,1.039015105,1.620702485,0,7.730944434,0.052230453,42.91718858,0.25,0.023613693,0,-1.06678991,9.473725908,0.401089299,33.11466661,100,453.8919146,0,-28.24,
78,0,10.0434914,-0.452633642,5.430611342,6.9237372,47.06388605,1,999.1876306,3.030467294,87.29672,0,97.42971558,-1.36,0,3.115617916,977.3620038,0.5,0.194805195,-1.26,8.76341673,11.49902367,0.452633642,89.86315485,0,13.19810062,369.4753104,0.070500928,0.70532805,240.264,1288.875244,0.009560179,0.25,131.0579318,56.18511362,1.039015105,1.620702485,45.85326423,5.714453742,0.052100581,35.80739104,0.25,0.023613693,0,-0.695797147,0,0.401089299,33.11470749,100,459.7669663,0,-28.74,
78,12.84164325,10.04349147,-0.452633642,4.500385592,6.9237372,47.06105702,1,1012.029274,2.508618678,85.23432,0,97.42971558,-1.36,0,8.62,979.0767441,0.5,0.178236398,0.62,8.763025857,0,0.452633642,89.86315485,0,13.19779749,369.4753104,0.067542214,0.70532805,168.198,1253.185951,0.009560179,0.25,132.8041225,55.64322028,1.039015105,1.620702485,21.58779595,6.015986205,0.052057847,14.21959508,0.25,0.023613693,0,-0.695756425,0,0.401089299,33.11466497,100,459.3493839,0,-27.18,
78,0,10.04342546,-0.467461623,5.380625966,6.9237372,54.9508122,1,999.1876306,2.896502341,82.25632,0,109.1819495,-1.36,0,6.209877378,986.1244161,0.5,0.207792208,-0.44,8.76352472,12.08368166,0.467461623,73.91278904,0,13.28334146,369.4753104,0.077922078,0.70532805,252.232,1240.344307,0.007283329,0.25,132.2581981,56.35768944,1.039015105,1.620702485,0,7.730944434,0.052230453,42.91718858,0.25,0.023613693,0,-1.06678991,9.473725908,0.401089299,33.11466661,100,453.8919146,0,-28.24,
78,20.71597735,10.0434915,-0.458434937,7.091023624,6.9237372,46.82554853,1,1019.903608,4.278651099,86.88592,0,109.3683262,-1.36,0,5.771564545,977.3620038,0.5,0.204007286,-2,8.763821206,26.42752786,0.458434937,89.86315485,0,13.44949836,378.9490363,0.071038251,0.70532805,376.326,1264.609776,0.007283335,0.25,130.3534187,57.37803965,1.039015105,1.620702485,48.53093655,5.138795175,0.05226638,35.80739104,0.25,0.023613693,0,-0.729153148,0,0.401089299,33.11470942,100,470.2773904,0,-29.8,
78,46.39926384,10.04349143,-0.462065126,8.505237186,6.9237372,46.96963883,1,1045.586894,4.759432516,88.44632,0,109.3683262,-1.36,0,8.024691358,977.3620038,0.5,0.197106691,-2,8.763824999,0,0.462065126,89.86315485,0,13.4507158,378.9490363,0.070524412,0.70532805,424.37,1290.293062,0.007283335,0.25,132.5913645,57.90829641,1.039015105,1.620702485,24.26546827,5.276616865,0.052242661,35.80739104,0.25,0.023613693,0,-0.695932739,0,0.401089299,33.11470991,100,470.7625241,0,-29.8,
78,72.08255033,10.04349139,-0.462067464,9.919450749,6.9237372,47.05123083,1,1071.270181,5.466539297,90.00672,0,109.3683262,-1.36,0,10.50812162,977.3620038,0.5,0.201077199,-2,8.763828809,0,0.462067464,89.86315485,0,13.44680826,378.9490363,0.070017953,0.70532805,472.414,1315.976349,0.007283335,0.25,136.6593962,58.61540319,1.039015105,1.620702485,24.26546827,5.363010992,0.052219682,35.80739104,0.25,0.023613693,0,-0.6959111,0,0.401089299,33.1147104,100,470.9720018,0,-29.8,
159,0,10.1692662,-0.452884827,5.580880229,12.84164325,53.45712871,1,2080.346206,3.073846186,94.2508,0,97.30546446,-0.08,0,3.115617916,1982.856464,0.5,0.085680751,-1.26,8.763684926,0,0.452884827,0,0,12.68506512,720.003169,0.031690141,3.126100488,236.28,2026.143996,0.016609674,0.25,313.5589312,86.89487032,0.223606798,3.92,21.58779595,6.155052982,0.159114523,7.109797541,0.25,0.032442693,0,-0.473094866,0,0.175772322,33.11474888,100,887.0949013,0,-18.14,
159,0,10.1698536,-0.452884827,3.79327881,12.84164325,44.65134411,1,2080.346206,1.731480565,91.769,0,97.49184114,-0.08,0,6.62,1966.14876,0.5,0.06042654,0.62,8.763450267,13.21376393,0.452884827,0,0,12.19772561,729.4768949,0.022511848,3.126100488,144.176,1977.61306,0.015272463,0.25,312.0097125,85.48942748,0.223606798,3.92,21.58779595,5.801804105,0.2237874,14.21959508,0.25,0.032442693,0,-0.473094345,0,0.175772322,33.11470619,100,902.0067377,0,-16.58,
159,0,10.16961257,-0.452884827,3.121320344,12.84164325,53.13708446,1,2080.346206,0.866025404,90.895,0,97.30546446,-0.08,0,4.62,1961.690725,0.5,0.073634204,0.62,8.763130025,0,0.452884827,0,0,12.28779217,720.003169,0.026128266,3.126100488,116.17,1977.61306,0.011635097,0.25,313.6127483,85.12817698,0.223606798,3.92,21.58779595,5.835010049,0.159084036,28.69759349,0.25,0.032442693,0,-0.47308624,0,0.175772322,33.11471802,100,886.9107172,0,-16.58,
159,0,10.16909036,-0.467461624,5.380625966,12.84164325,52.57115529,1,2080.346206,2.896502341,89.0792,0,109.244075,-0.08,0,6.209877378,1973.196432,0.5,0.083333333,-0.44,8.763782439,12.08368166,0.467461624,0,0,12.84941615,729.4768949,0.030516432,3.126100488,252.232,1977.61306,0.011635097,0.25,311.9936351,86.89950317,0.223606798,3.92,0,7.877620846,0.121106589,42.91718858,0.25,0.032442693,0,-0.983073637,9.473725908,0.175772322,33.11470795,100,896.8596374,0,-17.64,
159,0,10.1698536,-0.452884827,5.430611342,12.84164325,44.72019287,1,2080.346206,3.030467294,94.6116,0,97.49184114,-0.08,0,3.115617916,1964.43402,0.5,0.075117371,-1.26,8.763681275,11.49902367,0.452884827,0,0,12.56882145,729.4768949,0.028169014,3.126100488,240.264,2026.143996,0.016609803,0.25,311.625806,86.71874398,0.223606798,3.92,45.85326423,5.80854272,0.223771801,14.21959508,0.25,0.032442693,0,-0.514974439,0,0.175772322,33.11474893,100,902.5813092,0,-18.14,
159,12.84164325,10.1698536,-0.452884827,4.500385592,12.84164325,44.71542811,1,2093.187849,2.508618678,92.0572,0,97.49184114,-0.08,0,8.62,1966.14876,0.5,0.060283688,0.62,8.763276914,0,0.452884827,0,0,12.20158473,729.4768949,0.022458629,3.126100488,168.198,1990.454703,0.015272463,0.25,313.7417583,86.18560617,0.223606798,3.92,21.58779595,6.119218097,0.223789471,14.21959508,0.25,0.032442693,0,-0.473091491,0,0.175772322,33.11470627,100,902.1264658,0,-16.58,
159,0,10.16909036,-0.467461624,5.380625966,12.84164325,52.57115529,1,2080.346206,2.896502341,89.0792,0,109.244075,-0.08,0,6.209877378,1973.196432,0.5,0.083333333,-0.44,8.763782439,12.08368166,0.467461624,0,0,12.84941615,729.4768949,0.030516432,3.126100488,252.232,1977.61306,0.011635097,0.25,311.9936351,86.89950317,0.223606798,3.92,0,7.877620846,0.121106589,42.91718858,0.25,0.032442693,0,-0.983073637,9.473725908,0.175772322,33.11470795,100,896.8596374,0,-17.64,
159,20.71597735,10.1698536,-0.458434939,7.091023624,12.84164325,44.46976014,1,2101.062183,4.278651099,93.2168,0,109.4304517,-0.08,0,5.771564545,1964.43402,0.5,0.082366589,-2,8.76409286,26.42752786,0.458434939,0,0,13.29786447,738.9506208,0.02900232,3.126100488,376.326,2001.878528,0.012654027,0.25,310.4270879,87.92042555,0.223606798,3.92,48.53093655,5.221376321,0.153317487,35.80739104,0.25,0.032442693,0,-0.626700514,0,0.175772322,33.11475092,100,912.9871109,0,-19.2,
159,46.39926384,10.1698536,-0.462065126,8.505237186,12.84164325,44.62267766,1,2126.74547,4.759432516,93.7932,0,109.4304517,-0.08,0,8.024691358,1964.43402,0.5,0.07852194,-2,8.764097267,0,0.462065126,0,0,13.33992232,738.9506208,0.02886836,3.126100488,424.37,2027.561815,0.012654027,0.25,313.108409,88.4506823,0.223606798,3.92,24.26546827,5.351659043,0.131749863,35.80739104,0.25,0.032442693,0,-0.508266599,0,0.175772322,33.11475143,100,913.5220113,0,-19.2,
159,72.08255033,10.16947804,-0.462067464,9.919450749,12.84164325,44.70954643,1,2152.428756,5.466539297,94.3696,0,109.4304517,-0.08,0,10.50812162,1964.43402,0.5,0.08045977,-2,8.764101692,0,0.462067464,0,0,13.36300015,738.9506208,0.028735632,3.126100488,472.414,2053.245101,0.012654027,0.25,317.4643492,89.15778908,0.223606798,3.92,24.26546827,5.433020199,0.223721181,35.80739104,0.25,0.032442693,0,-0.473148219,0,0.175772322,33.11475194,100,913.7641967,0,-19.2,
159,0,10.16910659,-0.449562994,5.580880229,25.93115606,62.15893638,1,2080.346206,3.073846186,92.9698,0,97.11908778,-0.08,0,3.115617916,2002.993649,0.5,0.083333333,-1.26,8.763685736,0,0.449562994,0,0,12.68507607,710.5294431,0.029342723,3.126100488,236.28,2026.143996,0.016609669,0.25,315.807112,87.08841636,0.288675135,3.92,21.58779595,6.405148468,0.159061359,0,0.25,0.032442693,0,-0.40084943,0,0.175103298,33.11474882,100,872.0865717,0,-18.14,
159,0,10.16910659,-0.452884827,3.79327881,25.93115606,53.35307071,1,2080.346206,1.731480565,90.488,0,97.30546446,-0.08,0,6.62,1986.285945,0.5,0.075829384,0.62,8.763451035,13.21376393,0.452884827,0,0,12.31040916,720.003169,0.026066351,3.126100488,144.176,1977.61306,0.015272345,0.25,314.257927,85.68297351,0.288675135,3.92,21.58779595,6.051899827,0.159060976,7.109797541,0.25,0.032442693,0,-0.445824693,0,0.175103298,33.11470613,100,886.9985597,0,-16.58,
159,0,10.16910659,-0.449562994,3.121320344,25.93115606,61.83884989,1,2080.346206,0.866025404,89.614,0,97.11908778,-0.08,0,4.62,1981.827909,0.5,0.06888361,0.62,8.763130795,0,0.449562994,0,0,12.31039285,710.5294431,0.023752969,3.126100488,116.17,1977.61306,0.011635094,0.25,315.860918,85.32172301,0.288675135,3.92,21.58779595,6.085105891,0.159056232,21.58779595,0.25,0.032442693,0,-0.402583901,0,0.175103298,33.11471796,100,871.9025143,0,-16.58,
159,0,10.16909036,-0.467461624,5.380625966,25.93115606,61.27285165,1,2080.346206,2.896502341,87.7982,0,109.0576984,-0.08,0,6.209877378,1993.333617,0.5,0.083333333,-0.44,8.763783229,12.08368166,0.467461624,0,0,12.84942709,720.003169,0.030516432,3.126100488,252.232,1977.61306,0.011635094,0.25,314.2419514,87.0930492,0.288675135,3.92,0,8.127737911,0.121117448,35.80739104,0.25,0.032442693,0,-0.983062736,9.473725908,0.175103298,33.1147079,100,881.8514254,0,-17.64,
159,0,10.16910659,-0.452884827,5.430611342,25.93115606,53.42194561,1,2080.346206,3.030467294,93.3306,0,97.30546446,-0.08,0,3.115617916,1984.571204,0.5,0.090375587,-1.26,8.763682084,11.49902367,0.452884827,0,0,12.56883239,720.003169,0.031690141,3.126100488,240.264,2026.143996,0.016609674,0.25,313.8740419,86.91229001,0.288675135,3.92,45.85326423,6.058638205,0.159067455,7.109797541,0.25,0.032442693,0,-0.514963452,0,0.175103298,33.11474888,100,887.5730346,0,-18.14,
159,12.84164325,10.16910659,-0.452884827,4.500385592,25.93115606,53.41717141,1,2093.187849,2.508618678,90.7762,0,97.30546446,-0.08,0,8.62,1986.285945,0.5,0.075650118,0.62,8.763277682,0,0.452884827,0,0,12.31043624,720.003169,0.026004728,3.126100488,168.198,1990.454703,0.015272345,0.25,315.9899835,86.37915221,0.288675135,3.92,21.58779595,6.369313701,0.15905957,7.109797541,0.25,0.032442693,0,-0.410474685,0,0.175103298,33.11470622,100,887.1182572,0,-16.58,
159,0,10.16909036,-0.467461624,5.380625966,25.93115606,61.27285165,1,2080.346206,2.896502341,87.7982,0,109.0576984,-0.08,0,6.209877378,1993.333617,0.5,0.083333333,-0.44,8.763783229,12.08368166,0.467461624,0,0,12.84942709,720.003169,0.030516432,3.126100488,252.232,1977.61306,0.011635094,0.25,314.2419514,87.0930492,0.288675135,3.92,0,8.127737911,0.121117448,35.80739104,0.25,0.032442693,0,-0.983062736,9.473725908,0.175103298,33.1147079,100,881.8514254,0,-17.64,
159,20.71597735,10.16910659,-0.458434939,7.091023624,25.93115606,53.17144664,1,2101.062183,4.278651099,91.9358,0,109.244075,-0.08,0,5.771564545,1984.571204,0.5,0.097447796,-2,8.764093691,26.42752786,0.458434939,0,0,13.2978752,729.4768949,0.032482599,3.126100488,376.326,2001.878528,0.012653929,0.25,312.6754541,88.11397158,0.288675135,3.92,48.53093655,5.471471573,0.153307119,28.69759349,0.25,0.032442693,0,-0.626689528,0,0.175103298,33.11475087,100,897.9788336,0,-19.2,
159,46.39926384,10.16910659,-0.462065126,8.505237186,25.93115606,53.32439734,1,2126.74547,4.759432516,92.5122,0,109.244075,-0.08,0,8.024691358,1984.571204,0.5,0.093533487,-2,8.7640981,0,0.462065126,0,0,13.33993297,729.4768949,0.032332564,3.126100488,424.37,2027.561815,0.012653929,0.25,315.3567952,88.64422834,0.288675135,3.92,24.26546827,5.601754064,0.131760638,28.69759349,0.25,0.032442693,0,-0.508255612,0,0.175103298,33.11475138,100,898.5136745,0,-19.2,
159,72.08255033,10.16910659,-0.462067464,9.919450749,25.93115606,53.41129884,1,2152.428756,5.466539297,93.0886,0,109.244075,-0.08,0,10.50812162,1984.571204,0.5,0.095402299,-2,8.764102527,0,0.462067464,0,0,13.36301072,729.4768949,0.032183908,3.126100488,472.414,2053.245101,0.012653929,0.25,319.7127551,89.35133512,0.288675135,3.92,24.26546827,5.683114994,0.159091672,28.69759349,0.25,0.032442693,0,-0.448002326,0,0.175103298,33.11475189,100,898.7558012,0,-19.2,
159,0,10.03825751,-0.449562994,5.580880229,48.2340145,62.36585321,1,2078.631466,3.073846186,95.8276,0,97.11908778,-1.96,24.26546827,3.115617916,2001.278909,0.5,0.088167053,-1.26,8.763701124,0,0.449562994,0,0,12.69455141,710.5294431,0.031322506,3.126100488,236.28,2061.536368,0.011086205,0.25,315.8776789,88.4583211,1.65728322,2.764392361,21.58779595,6.4051566,0.159092643,0,0.25,0.032442693,0,-0.40085837,0,0.21528253,33.11475009,100,872.2662918,0,-19.7,
159,0,10.03825751,-0.452884827,3.79327881,48.2340145,53.55994749,1,2078.631466,1.731480565,93.3458,0,97.30546446,-1.96,24.26546827,6.62,1984.571204,0.5,0.096018735,0.62,8.763465622,13.21376393,0.452884827,0,0,12.69441307,720.003169,0.033957845,3.126100488,144.176,2013.005431,0.016609674,0.25,314.3284586,87.05287825,1.65728322,2.764392361,21.58779595,6.051908002,0.159092264,7.109797541,0.25,0.032442693,0,-0.445833354,0,0.21528253,33.1147074,100,887.1784345,0,-18.14,
159,0,10.03825751,-0.449562994,3.121320344,48.2340145,62.0457698,1,2078.631466,0.866025404,92.4718,0,97.11908778,-1.96,24.26546827,4.62,1980.113169,0.5,0.091549296,0.62,8.763145423,0,0.449562994,0,0,12.69439676,710.5294431,0.031690141,3.126100488,116.17,2013.005431,0.012653926,0.25,315.9314589,86.69162775,1.65728322,2.764392361,21.58779595,6.085113986,0.159083017,21.58779595,0.25,0.032442693,0,-0.402592841,0,0.21528253,33.11471923,100,872.0822744,0,-18.14,
159,0,10.03825751,-0.467461624,5.380625966,48.2340145,61.47977378,1,2078.631466,2.896502341,90.656,0,109.0576984,-1.96,24.26546827,6.209877378,1991.618876,0.5,0.10324826,-0.44,8.763798228,12.08368166,0.467461624,0,0,12.8495817,720.003169,0.038283063,3.126100488,252.232,2013.005431,0.012653926,0.25,314.3125663,88.46295394,1.65728322,2.764392361,0,8.127749534,0.121103812,35.80739104,0.25,0.032442693,0,-0.983081503,9.473725908,0.21528253,33.11470917,100,882.0312673,0,-19.2,
159,0,10.03825751,-0.452884827,5.430611342,48.2340145,53.62882077,1,2078.631466,3.030467294,96.1884,0,97.30546446,-1.96,24.26546827,3.115617916,1982.856464,0.5,0.106728538,-1.26,8.763697451,11.49902367,0.452884827,0,0,12.69454061,720.003169,0.035962877,3.126100488,240.264,2061.536368,0.011086208,0.25,313.9445978,88.28219475,1.65728322,2.764392361,45.85326423,6.058646441,0.159098635,7.109797541,0.25,0.032442693,0,-0.514972113,0,0.21528253,33.11475015,100,887.7528797,0,-19.7,
159,12.84164325,10.03825751,-0.452884827,4.500385592,48.2340145,53.62404724,1,2091.473109,2.508618678,93.634,0,97.30546446,-1.96,24.26546827,8.62,1984.571204,0.5,0.095794393,0.62,8.763292267,0,0.452884827,0,0,12.69444015,720.003169,0.033878505,3.126100488,168.198,2025.847074,0.016609674,0.25,316.0604897,87.74905695,1.65728322,2.764392361,21.58779595,6.369321851,0.159090888,7.109797541,0.25,0.032442693,0,-0.410483347,0,0.21528253,33.11470748,100,887.2981204,0,-18.14,
159,0,10.03825751,-0.467461624,5.380625966,48.2340145,61.47977378,1,2078.631466,2.896502341,90.656,0,109.0576984,-1.96,24.26546827,6.209877378,1991.618876,0.5,0.10324826,-0.44,8.763798228,12.08368166,0.467461624,0,0,12.8495817,720.003169,0.038283063,3.126100488,252.232,2013.005431,0.012653926,0.25,314.3125663,88.46295394,1.65728322,2.764392361,0,8.127749534,0.121103812,35.80739104,0.25,0.032442693,0,-0.983081503,9.473725908,0.21528253,33.11470917,100,882.0312673,0,-19.2,
159,20.71597735,10.03825751,-0.458434939,7.091023624,48.2340145,53.37832381,1,2099.347443,4.278651099,94.7936,0,109.244075,-1.96,24.26546827,5.771564545,1982.856464,0.5,0.11353211,-2,8.764109473,26.42752786,0.458434939,0,0,13.29802705,729.4768949,0.036697248,3.126100488,376.326,2037.270899,0.008445927,0.25,312.7460814,89.48387632,1.65728322,2.764392361,48.53093655,5.471480264,0.153320198,28.69759349,0.25,0.032442693,0,-0.626698189,0,0.21528253,33.11475214,100,898.1587548,0,-20.76,
159,46.39926384,10.03825751,-0.462065126,8.505237186,48.2340145,53.53127264,1,2125.030729,4.759432516,95.37,0,109.244075,-1.96,24.26546827,8.024691358,1982.856464,0.5,0.109589041,-2,8.764113919,0,0.462065126,0,0,13.34008373,729.4768949,0.03652968,3.126100488,424.37,2062.954186,0.008445927,0.25,315.4273715,90.01413308,1.65728322,2.764392361,24.26546827,5.601762702,0.131747097,28.69759349,0.25,0.032442693,0,-0.508264273,0,0.21528253,33.11475265,100,898.6935726,0,-20.76,
159,72.08255033,10.03825751,-0.462067464,9.919450749,48.2340145,53.61817231,1,2150.714016,5.466539297,95.9464,0,109.244075,-1.96,24.26546827,10.50812162,1982.856464,0.5,0.111363636,-2,8.764118383,0,0.462067464,0,0,13.36316041,729.4768949,0.036363636,3.126100488,472.414,2088.637472,0.008445927,0.25,319.7832813,90.72123986,1.65728322,2.764392361,24.26546827,5.68312358,0.159122444,28.69759349,0.25,0.032442693,0,-0.448010987,0,0.21528253,33.11475316,100,898.9356766,0,-20.76,
159,0,10.16159604,-0.452884827,5.580880229,6.9237372,55.99504189,1,2078.761942,3.073846186,93.62332,0,97.2433389,-1.36,0,3.115617916,2000.534665,0.5,0.12004662,-1.26,8.763693482,0,0.452884827,10.11132579,0,12.95130412,715.266306,0.044289044,3.126100488,236.28,2020.22609,0.014173249,0.25,312.1451383,87.68302909,1.039015105,1.620702485,21.58779595,6.154822375,0.004981804,7.109797541,0.25,0.032442693,0,-0.587991782,0,0.201780349,33.11474968,100,881.9167547,0,-19.26,
159,0,10.16159604,-0.452884827,3.79327881,6.9237372,47.18926349,1,2078.761942,1.731480565,91.14152,0,97.42971558,-1.36,0,6.62,1983.826961,0.5,0.103529412,0.62,8.763458378,13.21376393,0.452884827,10.11132579,0,12.95116782,724.7400319,0.038823529,3.126100488,144.176,1971.695154,0.016356891,0.25,310.5958168,86.27758624,1.039015105,1.620702485,21.58779595,5.801572975,0.004982323,14.21959508,0.25,0.032442693,0,-0.587991268,0,0.201780349,33.11470698,100,896.8286757,0,-17.7,
159,0,10.16159604,-0.452884827,3.121320344,6.9237372,55.67497993,1,2078.761942,0.866025404,90.26752,0,97.2433389,-1.36,0,4.62,1979.368926,0.5,0.113207547,0.62,8.763138159,0,0.452884827,10.11132579,0,12.95115169,715.266306,0.041273585,3.126100488,116.17,1971.695154,0.012461338,0.25,312.1988949,85.91633575,1.039015105,1.620702485,21.58779595,5.834778621,0.00499037,28.69759349,0.25,0.032442693,0,-0.587983419,0,0.201780349,33.11471881,100,881.7326296,0,-17.7,
159,0,10.16159604,-0.467461624,5.380625966,6.9237372,55.10902447,1,2078.761942,2.896502341,88.45172,0,109.1819495,-1.36,0,6.209877378,1990.874633,0.5,0.122377622,-0.44,8.763790779,12.08368166,0.467461624,10.11132579,0,12.95129544,724.7400319,0.045454545,3.126100488,252.232,1971.695154,0.012461338,0.25,310.5799422,87.68766193,1.039015105,1.620702485,0,7.877347098,0.004931226,42.91718858,0.25,0.032442693,0,-0.983109907,9.473725908,0.201780349,33.11470875,100,891.6815564,0,-18.76,
159,0,10.16159604,-0.452884827,5.430611342,6.9237372,47.25812292,1,2078.761942,3.030467294,93.98412,0,97.42971558,-1.36,0,3.115617916,1982.112221,0.5,0.116550117,-1.26,8.76368982,11.49902367,0.452884827,10.11132579,0,12.95129348,724.7400319,0.043123543,3.126100488,240.264,2020.22609,0.014173262,0.25,310.2119657,87.50690274,1.039015105,1.620702485,45.85326423,5.808312148,0.004971047,14.21959508,0.25,0.032442693,0,-0.588002251,0,0.201780349,33.11474973,100,897.4032022,0,-19.26,
159,12.84164325,10.16159604,-0.452884827,4.500385592,6.9237372,47.25335424,1,2091.603585,2.508618678,91.42972,0,97.42971558,-1.36,0,8.62,1983.826961,0.5,0.103286385,0.62,8.763285024,0,0.452884827,10.11132579,0,12.95119456,724.7400319,0.038732394,3.126100488,168.198,1984.536797,0.016356891,0.25,312.3278039,86.97376494,1.039015105,1.620702485,21.58779595,6.118987228,0.00498515,14.21959508,0.25,0.032442693,0,-0.587988534,0,0.201780349,33.11470706,100,896.9483895,0,-17.7,
159,0,10.16159604,-0.467461624,5.380625966,6.9237372,55.10902447,1,2078.761942,2.896502341,88.45172,0,109.1819495,-1.36,0,6.209877378,1990.874633,0.5,0.122377622,-0.44,8.763790779,12.08368166,0.467461624,10.11132579,0,12.95129544,724.7400319,0.045454545,3.126100488,252.232,1971.695154,0.012461338,0.25,310.5799422,87.68766193,1.039015105,1.620702485,0,7.877347098,0.004931226,42.91718858,0.25,0.032442693,0,-0.983109907,9.473725908,0.201780349,33.11470875,100,891.6815564,0,-18.76,
159,20.71597735,10.16159604,-0.458434939,7.091023624,6.9237372,47.00766508,1,2099.477919,4.278651099,92.58932,0,109.3683262,-1.36,0,5.771564545,1982.112221,0.5,0.123271889,-2,8.764101636,26.42752786,0.458434939,10.11132579,0,13.29794939,734.2137578,0.043778802,3.126100488,376.326,1995.960622,0.010797771,0.25,309.0134059,88.70858431,1.039015105,1.620702485,48.53093655,5.221146432,0.004916883,35.80739104,0.25,0.032442693,0,-0.626729817,0,0.201780349,33.11475172,100,907.8090131,0,-20.32,
159,46.39926384,10.16159604,-0.462065126,8.505237186,6.9237372,47.16059597,1,2125.161206,4.759432516,93.16572,0,109.3683262,-1.36,0,8.024691358,1982.112221,0.5,0.119266055,-2,8.764106063,0,0.462065126,10.11132579,0,13.34000659,734.2137578,0.043577982,3.126100488,424.37,2021.643909,0.010797771,0.25,311.6946099,89.23884107,1.039015105,1.620702485,24.26546827,5.351429659,0.004922923,35.80739104,0.25,0.032442693,0,-0.588049086,0,0.201780349,33.11475223,100,908.3438855,0,-20.32,
