preNumRotatableBonds,ex1SlogP_VSA5,pieceBCUT2D_MWLOW,pieceMinPartialCharge,ex1Chi2v,ex2PEOE_VSA7,pieceVSA_EState3,R,pieceSlogP_VSA5,ex1Chi4v,pieceMolLogP,pieceVSA_EState10,piecePEOE_VSA14,ex2HallKierAlpha,ex2EState_VSA7,ex1Kappa3,piecePEOE_VSA8,Diisocyanate_ratio,pieceFpDensityMorgan3,ex1HallKierAlpha,pieceBCUT2D_MRHI,piecePEOE_VSA10,pieceMaxAbsPartialCharge,piecePEOE_VSA2,ex2PEOE_VSA14,pieceMaxEStateIndex,pieceEState_VSA9,pieceFpDensityMorgan1,preBalabanJ,ex1HeavyAtomMolWt,piecePEOE_VSA7,pieceqed,extender2_ratio,pieceVSA_EState7,pieceChi4v,ex2Chi4v,ex2Kappa3,ex1EState_VSA6,pieceVSA_EState9,pieceMinAbsEStateIndex,pieceEState_VSA5,polyol_ratio,preqed,ex1VSA_EState10,pieceMinEStateIndex,ex1EState_VSA8,Hs_wt,pieceBCUT2D_MWHI,mac_rate,pieceVSA_EState1,extender1_ratio,pieceHallKierAlpha,lg_Eb
153,0,10.04343866,-0.449311805,5.580880229,25.93115606,62.06248783,1,1963.895138,3.073846186,113.9394,0,97.11908778,-0.08,0,3.115617916,1989.275727,0.5,0.084801762,-1.26,8.763785225,0,0.449311805,53.16788604,0,13.11577373,710.5294431,0.029735683,0.661731168,236.28,2257.916393,0.00956017,0,289.6986071,94.02580311,0.288675135,3.92,21.58779595,6.319777146,0.255902247,0,0.25,0.023550178,0,-0.497732123,0,0.2724336,33.11475595,100,874.1956896,0.25,-30.62,
153,0,10.04343866,-0.452633642,3.79327881,25.93115606,53.24686458,1,1963.895138,1.731480565,111.4576,0,97.30546446,-0.08,0,6.62,1972.568022,0.5,0.088888889,0.62,8.763545696,13.21376393,0.452633642,69.11825185,0,12.78634875,720.003169,0.032222222,0.661731168,144.176,2209.385457,0.009560173,0,288.0064391,92.61578316,0.288675135,3.92,21.58779595,5.944611923,0.199617181,28.69759349,0.25,0.023550178,0,-0.55220665,0,0.246639069,33.11471323,100,889.4867655,0.25,-29.06,
153,0,10.04343866,-0.449311805,3.121320344,25.93115606,61.76395751,1,1963.895138,0.866025404,110.5836,0,97.11908778,-0.08,0,4.62,1968.109987,0.5,0.082405345,0.62,8.763229423,0,0.449311805,53.16788604,0,12.78633415,710.5294431,0.030066815,0.661731168,116.17,2209.385457,0.007283329,0,289.7021934,92.24838646,0.288675135,3.92,21.58779595,5.959104346,0.25589754,21.58779595,0.25,0.023550178,0,-0.500081417,0,0.238022088,33.11472506,100,874.061633,0.25,-29.06,
153,0,10.04342546,-0.467461623,5.380625966,25.93115606,61.20918359,1,1963.895138,2.896502341,108.7678,0,109.0576984,-0.08,0,6.209877378,1979.615694,0.5,0.095814978,-0.44,8.763880693,12.08368166,0.467461623,53.16788604,0,13.30450219,720.003169,0.036343612,0.661731168,252.232,2209.385457,0.007283329,0,288.9499622,94.02643101,0.288675135,3.92,0,7.995793201,0.061954645,35.80739104,0.25,0.023550178,0,-1.066512185,9.473725908,0.277684719,33.114715,100,884.1280283,0.25,-30.12,
153,0,10.04343866,-0.452633642,5.430611342,25.93115606,53.30709373,1,1963.895138,3.030467294,114.3002,0,97.30546446,-0.08,0,3.115617916,1970.853282,0.5,0.099118943,-1.26,8.763781399,11.49902367,0.452633642,69.11825185,0,12.99953198,720.003169,0.034140969,0.661731168,240.264,2257.916393,0.009560173,0,287.7834551,93.8538552,0.288675135,3.92,45.85326423,5.973275892,0.255908018,28.69759349,0.25,0.023550178,0,-0.617665228,0,0.272954111,33.114756,100,890.005496,0.25,-30.62,
153,12.84164325,10.04343866,-0.452633642,4.500385592,25.93115606,53.30475357,1,1976.736781,2.508618678,111.7458,0,97.30546446,-0.08,0,8.62,1972.568022,0.5,0.088691796,0.62,8.763371975,0,0.452633642,69.11825185,0,12.7863736,720.003169,0.032150776,0.661731168,168.198,2222.2271,0.009560173,0,289.5414161,93.31196185,0.288675135,3.92,21.58779595,6.274815528,0.255900597,7.109797541,0.25,0.023550178,0,-0.51465947,0,0.254516882,33.11471331,100,889.5838749,0.25,-29.06,
153,0,10.04342546,-0.467461623,5.380625966,25.93115606,61.20918359,1,1963.895138,2.896502341,108.7678,0,109.0576984,-0.08,0,6.209877378,1979.615694,0.5,0.095814978,-0.44,8.763880693,12.08368166,0.467461623,53.16788604,0,13.30450219,720.003169,0.036343612,0.661731168,252.232,2209.385457,0.007283329,0,288.9499622,94.02643101,0.288675135,3.92,0,7.995793201,0.061954645,35.80739104,0.25,0.023550178,0,-1.066512185,9.473725908,0.277684719,33.114715,100,884.1280283,0.25,-30.12,
153,20.71597735,10.04343866,-0.458434937,7.091023624,25.93115606,53.07076018,1,1984.611115,4.278651099,112.9054,0,109.244075,-0.08,0,5.771564545,1970.853282,0.5,0.105664488,-2,8.764195664,26.42752786,0.458434937,69.11825185,0,13.47010769,729.4768949,0.034858388,0.661731168,376.326,2233.650925,0.007283331,0,287.0453546,95.04678122,0.288675135,3.92,48.53093655,5.398018947,0.212345587,28.69759349,0.25,0.023550178,0,-0.727558386,0,0.309149895,33.114758,100,900.5271723,0.25,-31.68,
153,46.39926384,10.04343866,-0.462065126,8.505237186,25.93115606,53.21340684,1,2010.294402,4.759432516,113.4818,0,109.244075,-0.08,0,8.024691358,1970.853282,0.5,0.101952278,-2,8.764200315,0,0.462065126,69.11825185,0,13.4709064,729.4768949,0.034707158,0.661731168,424.37,2259.334212,0.007283331,0,289.2917631,95.57703798,0.288675135,3.92,24.26546827,5.53548948,0.101682026,28.69759349,0.25,0.023550178,0,-0.608063765,0,0.322284768,33.11475851,100,901.0111403,0.25,-31.68,
153,72.08255033,10.04343866,-0.462067464,9.919450749,25.93115606,53.29365896,1,2035.977688,5.466539297,114.0582,0,109.244075,-0.08,0,10.50812162,1970.853282,0.5,0.10475162,-2,8.764204985,0,0.462067464,69.11825185,0,13.46659416,729.4768949,0.034557235,0.661731168,472.414,2285.017498,0.007283331,0,293.3675894,96.28414476,0.288675135,3.92,24.26546827,5.621556042,0.22137541,28.69759349,0.25,0.023550178,0,-0.547134009,0,0.334929503,33.11475903,100,901.2195569,0.25,-31.68,
153,0,10.0377688,-0.449311805,5.580880229,48.2340145,62.24919358,1,1962.180397,3.073846186,116.7972,0,97.11908778,-1.96,24.26546827,3.115617916,1987.560986,0.5,0.078431373,-1.26,8.763801476,0,0.449311805,53.16788604,0,13.12523903,710.5294431,0.02832244,0.661731168,236.28,2293.308765,0.00956017,0,289.9145173,95.40643115,1.65728322,2.764392361,21.58779595,6.319787548,0.255926084,0,0.25,0.023550178,0,-0.497740344,0,0.2724336,33.11475722,100,874.3268235,0.25,-32.18,
153,0,10.0377688,-0.452633642,3.79327881,48.2340145,53.43353247,1,1962.180397,1.731480565,114.3154,0,97.30546446,-1.96,24.26546827,6.62,1970.853282,0.5,0.085714286,0.62,8.763561101,13.21376393,0.452633642,69.11825185,0,13.12510916,720.003169,0.030769231,0.661731168,144.176,2244.777828,0.009560173,0,288.2223187,93.9964112,1.65728322,2.764392361,21.58779595,5.944622371,0.199604592,28.69759349,0.25,0.023550178,0,-0.552214548,0,0.246639069,33.1147145,100,889.6180435,0.25,-30.62,
153,0,10.0377688,-0.449311805,3.121320344,48.2340145,61.95066607,1,1962.180397,0.866025404,113.4414,0,97.11908778,-1.96,24.26546827,4.62,1966.395247,0.5,0.082599119,0.62,8.76324488,0,0.449311805,53.16788604,0,13.12509457,710.5294431,0.029735683,0.661731168,116.17,2244.777828,0.007283329,0,289.9180829,93.62901451,1.65728322,2.764392361,21.58779595,5.959114724,0.255921448,21.58779595,0.25,0.023550178,0,-0.500089638,0,0.238022088,33.11472633,100,874.1928032,0.25,-30.62,
153,0,10.0377688,-0.467461623,5.380625966,48.2340145,61.39589422,1,1962.180397,2.896502341,111.6256,0,109.0576984,-1.96,24.26546827,6.209877378,1977.900954,0.5,0.092592593,-0.44,8.763896536,12.08368166,0.467461623,53.16788604,0,13.30464662,720.003169,0.034858388,0.661731168,252.232,2244.777828,0.007283329,0,289.1659134,95.40705906,1.65728322,2.764392361,0,7.995807214,0.061942098,35.80739104,0.25,0.023550178,0,-1.066529516,9.473725908,0.277684719,33.11471628,100,884.2592755,0.25,-31.68,
153,0,10.0377688,-0.452633642,5.430611342,48.2340145,53.49376014,1,1962.180397,3.030467294,117.158,0,97.30546446,-1.96,24.26546827,3.115617916,1969.138542,0.5,0.095860566,-1.26,8.763797628,11.49902367,0.452633642,69.11825185,0,13.12522876,720.003169,0.032679739,0.661731168,240.264,2293.308765,0.009560173,0,287.9993545,95.23448324,1.65728322,2.764392361,45.85326423,5.97328639,0.255931759,28.69759349,0.25,0.023550178,0,-0.617673126,0,0.272954111,33.11475728,100,890.1367469,0.25,-32.18,
153,12.84164325,10.0377688,-0.452633642,4.500385592,48.2340145,53.49142059,1,1975.022041,2.508618678,114.6036,0,97.30546446,-1.96,24.26546827,8.62,1970.853282,0.5,0.085526316,0.62,8.763387376,0,0.452633642,69.11825185,0,13.12513401,720.003169,0.030701754,0.661731168,168.198,2257.619471,0.009560173,0,289.7572719,94.6925899,1.65728322,2.764392361,21.58779595,6.27482595,0.255924465,7.109797541,0.25,0.023550178,0,-0.514667368,0,0.254516882,33.11471459,100,889.7151423,0.25,-30.62,
153,0,10.0377688,-0.467461623,5.380625966,48.2340145,61.39589422,1,1962.180397,2.896502341,111.6256,0,109.0576984,-1.96,24.26546827,6.209877378,1977.900954,0.5,0.092592593,-0.44,8.763896536,12.08368166,0.467461623,53.16788604,0,13.30464662,720.003169,0.034858388,0.661731168,252.232,2244.777828,0.007283329,0,289.1659134,95.40705906,1.65728322,2.764392361,0,7.995807214,0.061942098,35.80739104,0.25,0.023550178,0,-1.066529516,9.473725908,0.277684719,33.11471628,100,884.2592755,0.25,-31.68,
153,20.71597735,10.0377688,-0.458434937,7.091023624,48.2340145,53.25742847,1,1982.896375,4.278651099,115.7632,0,109.244075,-1.96,24.26546827,5.771564545,1969.138542,0.5,0.10237069,-2,8.764212334,26.42752786,0.458434937,69.11825185,0,13.47024962,729.4768949,0.033405172,0.661731168,376.326,2269.043296,0.007283331,0,287.2613133,96.42740927,1.65728322,2.764392361,48.53093655,5.398029858,0.212357642,28.69759349,0.25,0.023550178,0,-0.727566284,0,0.309149895,33.11475928,100,900.6584954,0.25,-33.24,
153,46.39926384,10.0377688,-0.462065126,8.505237186,48.2340145,53.40007342,1,2008.579661,4.759432516,116.3396,0,109.244075,-1.96,24.26546827,8.024691358,1969.138542,0.5,0.098712446,-2,8.764217024,0,0.462065126,69.11825185,0,13.47104736,729.4768949,0.033261803,0.661731168,424.37,2294.726583,0.007283331,0,289.507674,96.95766603,1.65728322,2.764392361,24.26546827,5.535500335,0.101669564,28.69759349,0.25,0.023550178,0,-0.608071663,0,0.322284768,33.11475979,100,901.1424425,0.25,-33.24,
153,72.08255033,10.0377688,-0.462067464,9.919450749,48.2340145,53.48032385,1,2034.262948,5.466539297,116.916,0,109.244075,-1.96,24.26546827,10.50812162,1969.138542,0.5,0.101495726,-2,8.764221735,0,0.462067464,69.11825185,0,13.46673414,729.4768949,0.033119658,0.661731168,472.414,2320.409869,0.007283331,0,293.5834533,97.66477281,1.65728322,2.764392361,24.26546827,5.621566843,0.22136303,28.69759349,0.25,0.023550178,0,-0.547141907,0,0.334929503,33.11476031,100,901.3508386,0.25,-33.24,
153,0,10.04345311,-0.452633642,5.580880229,6.9237372,55.89278234,1,1962.310874,3.073846186,114.59292,0,97.2433389,-1.36,0,3.115617916,1986.816743,0.5,0.111597374,-1.26,8.763793393,0,0.452633642,73.91278904,0,13.22039417,715.266306,0.041575492,0.661731168,236.28,2251.998487,0.00956017,0,286.6871066,94.63033876,1.039015105,1.620702485,21.58779595,6.069471956,0.050559518,7.109797541,0.25,0.023550178,0,-0.69437518,0,0.2724336,33.1147568,100,884.2381408,0.25,-31.74,
153,0,10.04349131,-0.452633642,3.79327881,6.9237372,47.07724206,1,1962.310874,1.731480565,112.11112,0,97.42971558,-1.36,0,6.62,1970.109039,0.5,0.104856512,0.62,8.763553439,13.21376393,0.452633642,89.86315485,0,13.22026617,724.7400319,0.039735099,0.661731168,144.176,2203.467551,0.009560179,0,284.9948129,93.22031882,1.039015105,1.620702485,21.58779595,5.69430603,0.050559239,35.80739104,0.25,0.023550178,0,-0.694374899,0,0.246639069,33.11471408,100,899.5291528,0.25,-30.18,
153,0,10.04348639,-0.452633642,3.121320344,6.9237372,55.59427518,1,1962.310874,0.866025404,111.23712,0,97.2433389,-1.36,0,4.62,1965.651004,0.5,0.115044248,0.62,8.763237192,0,0.452633642,73.91278904,0,13.22025172,715.266306,0.043141593,0.661731168,116.17,2203.467551,0.007283329,0,286.6906518,92.85292212,1.039015105,1.620702485,21.58779595,5.708798067,0.050551704,28.69759349,0.25,0.023550178,0,-0.694367544,0,0.238022088,33.11472591,100,884.1040205,0.25,-30.18,
153,0,10.04342546,-0.467461623,5.380625966,6.9237372,55.03954198,1,1962.310874,2.896502341,109.42132,0,109.1819495,-1.36,0,6.209877378,1977.156711,0.5,0.122538293,-0.44,8.763888656,12.08368166,0.467461623,73.91278904,0,13.30457325,724.7400319,0.04595186,0.661731168,252.232,2203.467551,0.007283329,0,285.9384295,94.63096667,1.039015105,1.620702485,0,7.745426485,0.05060792,42.91718858,0.25,0.023550178,0,-1.06655691,9.473725908,0.277684719,33.11471586,100,894.17043,0.25,-31.24,
153,0,10.0434912,-0.452633642,5.430611342,6.9237372,47.13745662,1,1962.310874,3.030467294,114.95372,0,97.42971558,-1.36,0,3.115617916,1968.394299,0.5,0.11487965,-1.26,8.763789556,11.49902367,0.452633642,89.86315485,0,13.22038406,724.7400319,0.041575492,0.661731168,240.264,2251.998487,0.009560179,0,284.771857,94.45839085,1.039015105,1.620702485,45.85326423,5.722970734,0.050569751,35.80739104,0.25,0.023550178,0,-0.694385148,0,0.272954111,33.11475686,100,900.0479319,0.25,-31.74,
153,12.84164325,10.04349126,-0.452633642,4.500385592,6.9237372,47.13512165,1,1975.152517,2.508618678,112.39932,0,97.42971558,-1.36,0,8.62,1970.109039,0.5,0.104625551,0.62,8.763379715,0,0.452633642,89.86315485,0,13.22029072,724.7400319,0.039647577,0.661731168,168.198,2216.309194,0.009560179,0,286.5297223,93.91649751,1.039015105,1.620702485,21.58779595,6.024509987,0.050556433,14.21959508,0.25,0.023550178,0,-0.694372183,0,0.254516882,33.11471417,100,899.6262774,0.25,-30.18,
153,0,10.04342546,-0.467461623,5.380625966,6.9237372,55.03954198,1,1962.310874,2.896502341,109.42132,0,109.1819495,-1.36,0,6.209877378,1977.156711,0.5,0.122538293,-0.44,8.763888656,12.08368166,0.467461623,73.91278904,0,13.30457325,724.7400319,0.04595186,0.661731168,252.232,2203.467551,0.007283329,0,285.9384295,94.63096667,1.039015105,1.620702485,0,7.745426485,0.05060792,42.91718858,0.25,0.023550178,0,-1.06655691,9.473725908,0.277684719,33.11471586,100,894.17043,0.25,-31.24,
153,20.71597735,10.04349129,-0.458434937,7.091023624,6.9237372,46.90116229,1,1983.026851,4.278651099,113.55892,0,109.3683262,-1.36,0,5.771564545,1968.394299,0.5,0.121212121,-2,8.764204043,26.42752786,0.458434937,89.86315485,0,13.47017744,734.2137578,0.042207792,0.661731168,376.326,2227.733019,0.007283335,0,284.0337774,95.65131688,1.039015105,1.620702485,48.53093655,5.147714637,0.050621134,35.80739104,0.25,0.023550178,0,-0.727596615,0,0.309149895,33.11475886,100,910.5696186,0.25,-32.8,
153,46.39926384,10.04349123,-0.462065126,8.505237186,6.9237372,47.04379024,1,2008.710138,4.759432516,114.13532,0,109.3683262,-1.36,0,8.024691358,1968.394299,0.5,0.117456897,-2,8.764208713,0,0.462065126,89.86315485,0,13.47097565,734.2137578,0.042025862,0.661731168,424.37,2253.416306,0.007283335,0,286.2800525,96.18157364,1.039015105,1.620702485,24.26546827,5.28518585,0.050615172,35.80739104,0.25,0.023550178,0,-0.694429385,0,0.322284768,33.11475937,100,911.0536162,0.25,-32.8,
153,72.08255033,10.04349119,-0.462067464,9.919450749,6.9237372,47.12402387,1,2034.393424,5.466539297,114.71172,0,109.3683262,-1.36,0,10.50812162,1968.394299,0.5,0.120171674,-2,8.764213404,0,0.462067464,89.86315485,0,13.46666289,734.2137578,0.041845494,0.661731168,472.414,2279.099592,0.007283335,0,290.3557474,96.88868042,1.039015105,1.620702485,24.26546827,5.371253083,0.050609316,35.80739104,0.25,0.023550178,0,-0.694423717,0,0.334929503,33.11475989,100,911.2620621,0.25,-32.8,
56,0,10.04345015,-0.465675003,5.580880229,12.84164325,51.21308249,1,1129.188327,3.073846186,76.0544,0,336.077676,-0.08,0,3.115617916,376.0444568,0.5,0.17693837,-1.26,8.763415314,0,0.465675003,260.8997392,0,13.09610599,222.6325588,0.057654076,0.799253563,236.28,1166.376718,0.005532695,0,75.37028999,52.23237339,0.223606798,3.92,21.58779595,5.901384537,0.020702231,35.74526548,0.25,0.013800756,0,-0.945688953,0,0.42820875,33.11470305,100,254.0893353,0.25,-45.22,
56,0,10.04357799,-0.465675003,3.79327881,12.84164325,42.51120152,1,1129.188327,1.731480565,73.5726,0,336.2640527,-0.08,0,6.62,359.3367525,0.5,0.155555556,0.62,8.763194957,13.21376393,0.465675003,276.850105,0,12.63862235,232.1062847,0.052525253,0.799253563,144.176,1117.845781,0.005532738,0,73.46148104,50.82235344,0.223606798,3.92,21.58779595,5.516848833,0.020716606,35.80739104,0.25,0.013800756,0,-0.945892536,0,0.39568641,33.11466052,100,269.312103,0.25,-43.66,
56,0,10.04349385,-0.465675003,3.121320344,12.84164325,50.89020285,1,1129.188327,0.866025404,72.2066,0,336.077676,-0.08,0,4.62,354.8787173,0.5,0.180527383,0.62,8.762877487,0,0.465675003,260.8997392,0,12.74277814,222.6325588,0.060851927,0.799253563,116.17,1117.845781,0.004202581,0,75.29601568,50.45495674,0.223606798,3.92,21.58779595,5.526509884,0.020673514,35.74526548,0.25,0.013800756,0,-0.945818071,0,0.384519938,33.11467234,100,253.9812776,0.25,-43.66,
56,0,10.0434225,-0.467461623,5.380625966,12.84164325,50.33936879,1,1129.188327,2.896502341,71.3748,0,348.0162866,-0.08,0,6.209877378,366.3844245,0.5,0.192842942,-0.44,8.763520074,12.08368166,0.467461623,260.8997392,0,13.28395336,232.1062847,0.065606362,0.799253563,252.232,1117.845781,0.005532695,0,74.43570179,52.23300129,0.223606798,3.92,0,7.48438354,0.011956117,28.37706461,0.25,0.013800756,0,-1.117967116,9.473725908,0.434668608,33.11466223,100,263.970986,0.25,-44.72,
56,0,10.04357799,-0.465675003,5.430611342,12.84164325,42.58082644,1,1129.188327,3.030467294,76.4152,0,336.2640527,-0.08,0,3.115617916,357.6220123,0.5,0.172962227,-1.26,8.763411972,11.49902367,0.465675003,276.850105,0,12.97978871,232.1062847,0.055666004,0.799253563,240.264,1166.376718,0.005532738,0,73.27884649,52.06042548,0.223606798,3.92,45.85326423,5.554501513,0.020793979,35.80739104,0.25,0.013800756,0,-0.94597269,0,0.428851455,33.1147031,100,269.8105776,0.25,-45.22,
56,12.84164325,10.04357799,-0.465675003,4.500385592,12.84164325,42.57422945,1,1142.02997,2.508618678,74.3528,0,336.2640527,-0.08,0,8.62,359.3367525,0.5,0.154929577,0.62,8.763021345,0,0.465675003,276.850105,0,12.6387293,232.1062847,0.052313883,0.799253563,168.198,1130.687424,0.005532738,0,74.94625983,51.51853213,0.223606798,3.92,21.58779595,5.851865147,0.020666077,14.21959508,0.25,0.013800756,0,-0.945676816,0,0.405760793,33.11466059,100,269.4097519,0.25,-43.66,
56,0,10.0434225,-0.467461623,5.380625966,12.84164325,50.33936879,1,1129.188327,2.896502341,71.3748,0,348.0162866,-0.08,0,6.209877378,366.3844245,0.5,0.192842942,-0.44,8.763520074,12.08368166,0.467461623,260.8997392,0,13.28395336,232.1062847,0.065606362,0.799253563,252.232,1117.845781,0.005532695,0,74.43570179,52.23300129,0.223606798,3.92,0,7.48438354,0.011956117,28.37706461,0.25,0.013800756,0,-1.117967116,9.473725908,0.434668608,33.11466223,100,263.970986,0.25,-44.72,
56,20.71597735,10.04357799,-0.465675003,7.091023624,12.84164325,42.34746831,1,1149.904304,4.278651099,76.0044,0,348.2026632,-0.08,0,5.771564545,357.6220123,0.5,0.183235867,-2,8.763816317,26.42752786,0.465675003,276.850105,0,13.44846125,241.5800106,0.056530214,0.799253563,376.326,1142.111249,0.005532738,0,72.49422856,53.2533515,0.223606798,3.92,48.53093655,4.986033057,0.021255835,35.80739104,0.25,0.013800756,0,-0.9472673,0,0.472291059,33.11470503,100,280.2872782,0.25,-46.28,
56,46.39926384,10.04357799,-0.465675003,8.505237186,12.84164325,42.4971841,1,1175.587591,4.759432516,77.5648,0,348.2026632,-0.08,0,8.024691358,357.6220123,0.5,0.176015474,-2,8.763820099,0,0.465675003,276.850105,0,13.44924293,241.5800106,0.056092843,0.799253563,424.37,1167.794536,0.005532738,0,74.65764243,53.78360826,0.223606798,3.92,24.26546827,5.130378807,0.02115004,35.80739104,0.25,0.013800756,0,-0.94681241,0,0.487466506,33.11470552,100,280.7759624,0.25,-46.28,
