,ex2PEOE_VSA9,R,ex2BCUT2D_CHGHI,pieceSMR_VSA6,pieceFpDensityMorgan2,preBCUT2D_MWHI,pieceBCUT2D_MRLOW,polyol_MW,piecePEOE_VSA10,pieceVSA_EState6,pieceVSA_EState9,preSlogP_VSA5,piecePEOE_VSA7,ex2MinAbsEStateIndex,ex1PEOE_VSA2,ex1VSA_EState4,piece_mw,ex2BCUT2D_LOGPHI,pieceHallKierAlpha,pieceSPS,polyol_ratio,ex2FpDensityMorgan3,ex1VSA_EState7,mac_rate,pieceBCUT2D_MWHI,extender1_ratio,pieceMinAbsEStateIndex,pieceMaxAbsEStateIndex,ex2BCUT2D_LOGPLOW,Diisocyanate_ratio,Hs_wt,pieceqed,pieceBCUT2D_MRHI,ex2FpDensityMorgan1,extender2_ratio,pieceBalabanJ,pieceEState_VSA6,pieceMaxPartialCharge,pieceMinEStateIndex,piecePEOE_VSA9,ex2PEOE_VSA7,ex2MolLogP,pieceNumAliphaticHeterocycles,ex1PEOE_VSA9,pieceVSA_EState5,pieceVSA_EState2,ex2MaxPartialCharge,pieceBertzCT,ex2TPSA,lg_ts
40,0,0.955,1.768324594,786.4039371,0.052247874,16.62509059,-0.148962952,2000,0,112.3240353,2.547399546,343.2948871,1002.270992,0.195,0,0,11646.809,1.802227409,-76.16,10.71931956,0.133,1.333333333,1.4375,50,16.98937927,0.377,0.000705614,12.6511005,-1.849294283,0.487,0.37,0.007283387,6.257409654,0.833333333,0,0.237355186,242.6546827,0.418877773,-1.026334435,701.3353194,12.84164325,-0.2488,0,0,-51.98059137,1426.74459,0.043137008,29187.86335,40.46,1.549125927
41,0,1,2.043233864,2007.710851,0.078409091,16.58118996,0.059563359,2000,0,-1.429282965,2.751114824,452.4750071,2122.543218,0.06000189,0,0,12647.284,1.991367908,-18.4,15.1125,0.25,2.833333333,1.4375,50,16.93984886,0,0.002094167,13.59849394,-2.187983653,0.5,0.235,0.021268238,5.893985108,1.666666667,0.25,0.343082256,6.9237372,0.406854106,-0.604588944,100.1090606,6.9237372,-0.80468,0,0,-0.01542031,225.9614079,0.277448476,18718.38197,92,1.544068044
42,0,1,2.043233864,2006.420757,0.077878104,16.58118996,0.060610199,2000,0,-2.132473723,2.750924694,452.4750071,2116.625312,0.06000189,4.794537184,6.092594482,12726.346,1.991367908,-19.52,15.08803612,0.25,2.833333333,0.313935185,50,16.93928742,0.125,0.002374453,13.59858193,-2.187983653,0.5,0.235,0.021596918,5.913389689,1.666666667,0.125,0.31416499,13.8474744,0.406854106,-0.604618106,93.50217866,6.9237372,-0.80468,0,0,-0.030900638,247.4321404,0.277448476,19205.80722,92,1.540329475
43,21.42003918,0.5,2.022172536,384.7063946,0.110679612,16.59591974,-0.1455477,1000,0,134.4853358,3.077680192,227.7200979,1188.630524,0.573186991,0,14.66629563,7254.325,2.239413106,-46.32,10.86213592,0.33,1.529411765,0.75,100,35.49907668,0.33,0.021317251,13.23760724,-1.927596612,0.33,0.341,0.007283329,6.367667597,0.764705882,0,0.207092974,242.6546827,0.418877773,-0.946326062,307.1153569,41.81319288,3.7486,0,21.42003918,-14.9364845,695.2243314,0.063777406,19530.87139,52.04,1.537819095
44,0,1,1.768324594,1281.920084,0.034638554,16.7305871,-0.148227699,2100,132.1376393,117.1327429,2.600076856,715.7025412,2960.621587,0.195,0,0,18847.004,1.802227409,-99.76,10.93524096,0.25,1.333333333,1.4375,100,17.27426987,0.25,0.026435473,12.67590362,-1.849294283,0.5,0.22,0.009560247,6.54394769,0.833333333,0,0.221980691,194.1237462,0.507756147,-0.803987971,1064.713827,12.84164325,-0.2488,0,0,-45.49087699,1922.038308,0.043137008,42539.96677,40.46,1.537819095
45,24.60161992,1.08,1.92259588,991.5411214,0.114398422,16.56292422,0.060075093,1000,26.42752786,9.654188422,2.747146823,259.8503584,1163.920062,0.075555556,4.983978521,1.178796296,7258.261,1.975790282,-15.98,17.39250493,0.1923,2,0,100,16.73398997,0.2885,0.005101812,13.39215605,-1.933210919,0.5192,0.447,0.021597089,5.762695697,1.1,0,0.337935316,36.39820241,0.407237848,-0.567624246,103.0641267,12.13273414,0.0662,0,24.60161992,0,214.812714,0.085261019,11967.47572,53.35,1.527629901
46,0,0.587,2.00174004,899.0447739,0.078175896,16.75003737,0.047486925,1000,0,-0.929192427,2.68910109,259.8503584,1499.220605,0.248410129,0,0,8813.394,2.036848283,-34.62,15.87947883,0.56,0.253521127,28.48280897,100,16.95666677,0.07,0.017276407,13.00283936,-2.047274024,0.37,0.216,0.015272463,5.85126473,0.112676056,0,0.417318611,0,0.507756147,-0.751299967,503.1288605,179.7830054,10.1096,0,0,0,566.8384564,0.04663817,15934.19057,160.45,1.526339277
47,26.42752786,1.01,1.790247789,1044.396177,0.091816367,16.56292422,0.034378739,1000,26.42752786,-0.827041125,2.747105509,259.8503584,1139.654594,0.027777778,0,0,7192.195,1.677844063,-14.36,17.47305389,0.205,1.714285714,0,500,16.74164371,0.29,0.004860196,13.06903972,-2.025674525,0.5,0.409,0.019858198,5.759147581,1,0,0.404200834,0,0.406927476,-0.543169324,106.7159426,0,-1.0124,0,26.42752786,0,203.9246895,0.069837709,11228.74647,49.69,1.525174428
48,26.42752786,1,2.479234956,1957.145808,0.074154853,16.58146243,-0.28343403,2000,24.7127876,16.88799328,7.448390729,487.9824433,2474.478598,0.055543981,0,0,13181.035,2.19925694,-19.24,16.00436205,0.16,1.533333333,0,50,33.1147576,0.2,0.048002476,14.62069612,-2.476188415,0.5,0.399,0.005561095,8.763763776,1,0.14,0.21502749,28.51153315,0.412318143,-2.468538288,94.00509423,13.8474744,-0.9164,0,0,8.826341085,245.3123561,0.327819795,19322.85038,93.06,1.522444234
49,0,1,1.83076329,2008.628191,0.059225513,16.58118996,0.060610199,2000,0,-1.235585122,3.251536188,452.4750071,2128.461124,0.823979592,0,10.55898526,12618.426,1.948256616,-17.28,15.12300683,0.25,1.25,4.793055556,100,16.92394702,0.25,0.036681456,13.25682398,-2.002628621,0.5,0.219,0.019858038,5.844710169,0.625,0,0.378257879,14.09534397,0.406842698,-0.421164659,66.06881965,25.93115606,0.4642,0,0,0,205.1426713,-0.00772754,17700.95593,52.04,1.511883361
50,0,1,1.976008588,2015.283982,0.051198257,16.58111082,0.075254584,2000,22.99804733,150.9001371,8.787154472,394.6614601,2293.605687,0.276836505,0,0,13112.418,2.37515263,-31.48,11.68409586,0.25,1.1875,0,50,33.11707898,0.25,0.293026145,12.99966345,-1.692967048,0.5,0.273,0.009560247,8.767576832,0.5625,0,0.167992227,48.53093655,0.416587117,-0.617686142,80.28841473,48.53093655,3.8972,0,0,1.551758406,204.0884257,0.115155782,22869.63028,40.46,1.503926804
51,0,1,1.768324594,1843.505051,0.024300053,16.76049617,-1.683173898,3130,198.2064589,117.0888379,2.59968084,1049.585266,4212.681803,0.195,0,0,26926.939,1.802227409,-138.06,10.94664554,0.25,1.333333333,1.4375,100,17.68808366,0.25,0.024955311,12.68341395,-1.849294283,0.5,0.159,0.009560247,6.889967136,0.833333333,0,0.218561644,194.1237462,0.507756147,-0.805097538,1560.229975,12.84164325,-0.2488,0,0,-67.88946551,2783.809637,0.043137008,59603.34793,40.46,1.491361694
52,26.42752786,1,2.479234956,1957.145808,0.074154853,16.58146243,-0.28343403,2000,24.7127876,16.88799328,7.448390729,487.9824433,2474.478598,0.055543981,0,0,13181.035,2.19925694,-19.24,16.00436205,0.14,1.533333333,0,50,33.1147576,0.12,0.048002476,14.62069612,-2.476188415,0.5,0.433,0.005561095,8.763763776,1,0.24,0.21502749,28.51153315,0.412318143,-2.468538288,94.00509423,13.8474744,-0.9164,0,0,8.826341085,245.3123561,0.327819795,19322.85038,93.06,1.484299839
53,26.30327674,1,1.887746946,991.7896236,0.094795539,16.56414475,0.075755692,1000,26.42752786,18.28229113,2.829553146,288.936973,1413.946271,0.071826501,9.984809465,1.986589244,7670.882,1.997622576,-17.16,18.79182156,0.2,1.5,3.454098797,50,16.7380498,0.15,0.112205064,12.79399181,-1.907949056,0.5,0.497,0.016609803,5.8719017,0.8125,0.15,0.194181084,24.85840232,0.406909147,-0.391371354,106.4674404,11.12690298,0.509,0,26.30327674,10.79618275,218.5878445,0.062643332,12265.77756,65.18,1.474216264
54,11.42337001,1,1.937313944,1051.174955,0.08630394,16.56282524,0.076122194,1000,0,121.1893709,2.654838775,202.0368114,1261.115519,0.409722222,0,1.06537037,7520.107,1.873887988,-28.08,11.43339587,0.25,1.666666667,0.409722222,100,16.73611026,0.25,0.198578301,12.71288873,-1.993819371,0.5,0.387,0.009560247,6.053414072,1.111111111,0,0.221446362,76.22588535,0.412915462,-0.655569719,80.28841473,13.8474744,1.0767,0,11.42337001,0,216.3785101,0.05966748,15187.35633,65.18,1.474216264
55,11.42337001,1,1.937313944,1018.464388,0.10805501,16.56292422,0.060610271,1000,0,-0.875980729,2.747073556,259.8503584,1167.349542,0.409722222,0,1.06537037,7296.355,1.873887988,-15.6,17.33202358,0.2,1.666666667,0.409722222,100,16.73545106,0.3,0.005033396,13.18280532,-1.993819371,0.5,0.429,0.015272463,6.032804107,1.111111111,0,0.408464113,0,0.408646384,-0.566239457,80.28841473,13.8474744,1.0767,0,11.42337001,0,222.3832872,0.05966748,11791.50732,65.18,1.469822016
56,0,1,1.955122043,683.6921454,0.175238095,16.62864282,-0.116353669,1000,63.55424176,12.90413561,2.960983736,204.6946225,919.0336661,0.815958023,4.794537184,6.092594482,7540.159,2.109394655,-17.76,22.85904762,0.25,1.1875,0.313935185,100,16.84466151,0.125,0.002570822,13.73361088,-1.926381819,0.5,0.388,0.023338773,5.917920491,0.5625,0.125,0.391661475,48.59009518,0.407196152,-0.650792856,1094.138789,48.2340145,2.6362,0,0,-0.058599103,231.7393758,0.031367601,15448.18231,52.04,1.46686762
57,11.42337001,1,1.937313944,1051.174955,0.08630394,16.56282524,0.076122194,1000,0,121.1893709,2.654838775,202.0368114,1261.115519,0.409722222,0,1.06537037,7520.107,1.873887988,-28.08,11.43339587,0.2,1.666666667,0.409722222,100,16.73611026,0.3,0.198578301,12.71288873,-1.993819371,0.5,0.451,0.009560247,6.053414072,1.111111111,0,0.221446362,76.22588535,0.412915462,-0.655569719,80.28841473,13.8474744,1.0767,0,11.42337001,0,216.3785101,0.05966748,15187.35633,65.18,1.46686762
58,37.69829882,1,2.667006858,972.1553544,0.123595506,16.56312202,-0.145764518,1000,18.81481474,2.269624425,2.831497089,295.3577947,1474.818344,0.012792895,0,0,7629.822,2.508194186,-15.44,19.80898876,0.25,2.764705882,1.4375,500,16.74432428,0.125,0.025209239,14.09429564,-2.433209011,0.5,0.408,0.011635187,6.074197608,1.352941176,0.125,0.185349205,12.15204021,0.406960971,-1.267285496,117.9867135,0,-1.7204,3,0,8.144053042,230.9657679,0.236147693,12317.47579,87.07,1.465382851
59,24.60161992,1,1.92259588,991.5411214,0.114398422,16.56292422,0.060075093,1000,26.42752786,9.654188422,2.747146823,259.8503584,1163.920062,0.075555556,4.983978521,1.178796296,7258.261,1.975790282,-15.98,17.39250493,0.2,2,0,100,16.73398997,0.3,0.005101812,13.39215605,-1.933210919,0.5,0.433,0.021597089,5.762695697,1.1,0,0.337935316,36.39820241,0.407237848,-0.567624246,103.0641267,12.13273414,0.0662,0,24.60161992,0,214.812714,0.085261019,11967.47572,53.35,1.462397998
60,13.21376393,1,1.575298676,719.5623413,0.073011734,16.6093616,-0.928278089,2000,46.06179708,0,-0.808962409,462.2991569,1637.309514,0.125,0,0,10978.677,1.392607251,-53.25,10.96219035,0.25,1.25,2.21863485,50,32.23980468,0.1875,0.002495676,13.27788698,-1.84530091,0.5,0.22,0.006713662,7.852750123,1,0.0625,4.290279338,0,0.414391281,-4.701930806,566.542833,0,-1.029,0,36.4214036,-28.70585497,1178.713368,0.06622664,21452.92357,40.46,1.462397998
61,13.21376393,0.2,1.846568421,413.0024336,0.118040089,16.59584919,-0.145547701,1000,26.42752786,37.88840938,8.152594409,216.5931949,1015.988914,0.225292895,0,0,6421.703,2.183066881,-36.72,10.81069042,0.5,1.5,0,500,33.11690956,0.333,0.002555429,12.65191987,-1.854617759,0.167,0.139,0.005532786,8.766337035,0.875,0,0.443029883,164.5845048,0.418887057,-1.032560657,278.4948737,0,0.3524,0,13.21376393,-13.73978512,690.71687,0.052959576,14973.52442,40.46,1.45484486
62,11.37477255,1.2,1.995522171,1065.042076,0.107750473,16.56250342,0.076104925,1000,0,62.86463686,16.47664998,231.1495784,1234.296849,0.786774807,9.984809465,15.0023495,7666.927,2.385925783,-19.04,11.60302457,0.295,1.081081081,6.847188919,10,33.12151601,0.159,0.160826532,12.69533701,-1.812719431,0.545,0.38,0.007283392,8.773505337,0.459459459,0,0.387133454,100.4465278,0.406624327,-0.396216011,88.81836474,116.324338,9.7249,0,11.37477255,0,221.9653775,0.062599684,12733.8829,76.76,1.44963265
63,0,1,1.768324594,356.9566094,0.094922737,16.59496807,-0.145519869,530,0,115.2050708,2.577672029,202.0368114,1034.3751,0.195,0,0,6331.499,1.802227409,-41.71,10.82119205,0.25,1.333333333,1.4375,100,16.72684355,0.25,0.02018908,12.63380493,-1.849294283,0.5,0.527,0.007283387,6.052068906,0.833333333,0,0.249341423,218.3892145,0.418877773,-0.945496727,271.8879917,12.84164325,-0.2488,0,0,-13.33648927,630.131576,0.043137008,16357.6572,40.46,1.440909082
64,37.62962948,1.022,2.829774988,712.3440221,0.1725,16.55921348,-0.618491022,650,37.62962948,-0.694561228,5.836543858,195.6421421,918.329165,0.039686856,0,0,5752.08,2.761587181,-12.74,22.455,0.22,1.266666667,0,1000,33.11464857,0.264,0.00842525,13.67255557,-2.86102725,0.505,0.525,0.011635187,8.763070473,0.6,0.011,0.256335194,21.58779595,0.40692748,-0.466491372,104.7042803,99.71565251,2.601,1,13.21376393,3.435072656,219.0894204,0.141804489,10187.69244,77.38,1.4407517
65,11.83581209,0.333,2.638868507,2015.283982,0.062098501,16.58111082,-0.165066962,2000,45.99609467,139.9304986,2.658590443,394.6614601,2243.063088,0.017823897,9.589074368,1.596990741,13260.306,2.644654282,-35,12.63169165,0.4,1.5,0,50,16.96675451,0.2,0.128844886,13.73598842,-2.565670147,0.2,0.126,0.007283387,6.103655531,0.666666667,0,0.134347678,97.0618731,0.416589318,-0.813499598,103.9600389,23.25963712,2.0492,4,11.83581209,-6.201122735,257.0532535,0.315395099,24199.3767,93.06,1.437433444
66,0,1,2.043233864,1074.108593,0.179347826,16.56282524,-0.14480084,1000,25.06724215,123.8701573,2.654105956,202.0368114,1287.967886,0.06000189,4.794537184,2.554258984,7801.48,1.991367908,-29.08,11.57065217,0.25,2.833333333,1.038673821,100,32.16653059,0.125,0.052251759,13.63948581,-2.187983653,0.5,0.444,0.009560173,7.988703302,1.666666667,0.125,0.207245135,55.45467375,0.411546909,-0.84262869,93.50217866,6.9237372,-0.80468,0,19.31773032,0.79764739,234.5002776,0.277448476,17110.24079,92,1.435207103
67,13.21376393,0.5,1.947280346,1127.319487,0.057412168,16.65832722,-0.148987784,3000,37.92655152,128.300959,2.796303617,503.8154277,1363.707448,0.00274189,0,14.66629563,16586.133,2.165996127,-104.82,10.7386461,0.33,1.428571429,0.75,100,35.49691508,0.33,0.000402737,13.25921406,-2.025234427,0.33,0.147,0.007283331,6.522273584,0.785714286,0,0.199273612,291.1856193,0.418877773,-1.028711938,1019.562131,24.26546827,0.4288,0,21.42003918,-76.64714795,2043.198083,0.119189222,40583.24272,58.92,1.434568904
68,14.21959508,1,2.159297163,712.5233766,0.092226614,16.604904,-0.148227699,1000,90.23618296,-9.336461295,12.60344623,439.6333638,1589.112107,0.407968868,9.589074368,10.99799477,10897.825,2.21934945,-49.7,15.00658762,0.17,1.5625,0,50,33.11699163,0.33,0.000952124,13.78535362,-2.344523996,0.5,0.54,0.011635094,8.767312788,1,0,0.43774842,14.09534397,0.406842686,-1.128352541,556.9897473,0,-0.6316,0,14.21959508,-26.32922546,1124.801369,0.323025369,22445.96313,104.64,1.432969291
69,14.21959508,1,2.159297163,712.5233766,0.092226614,16.604904,-0.148227699,1000,90.23618296,-9.336461295,12.60344623,439.6333638,1589.112107,0.407968868,9.589074368,10.99799477,10897.825,2.21934945,-49.7,15.00658762,0.167,1.5625,0,50,33.11699163,0.333,0.000952124,13.78535362,-2.344523996,0.5,0.546,0.011635094,8.767312788,1,0,0.43774842,14.09534397,0.406842686,-1.128352541,556.9897473,0,-0.6316,0,14.21959508,-26.32922546,1124.801369,0.323025369,22445.96313,104.64,1.432969291
70,0,1.045,1.768324594,786.4039371,0.052247874,16.62509059,-0.148962952,2000,0,112.3240353,2.547399546,343.2948871,1002.270992,0.195,0,0,11646.809,1.802227409,-76.16,10.71931956,0.201,1.333333333,1.4375,50,16.98937927,0.289,0.000705614,12.6511005,-1.849294283,0.512,0.277,0.007283387,6.257409654,0.833333333,0,0.237355186,242.6546827,0.418877773,-1.026334435,701.3353194,12.84164325,-0.2488,0,0,-51.98059137,1426.74459,0.043137008,29187.86335,40.46,1.432809005
71,0,1,2.043233864,2007.710851,0.078409091,16.58118996,0.059563359,2000,0,-1.429282965,2.751114824,452.4750071,2122.543218,0.06000189,0,0,12647.284,1.991367908,-18.4,15.1125,0.25,2.833333333,1.4375,50,16.93984886,0.063,0.002094167,13.59849394,-2.187983653,0.5,0.229,0.021268238,5.893985108,1.666666667,0.188,0.343082256,6.9237372,0.406854106,-0.604588944,100.1090606,6.9237372,-0.80468,0,0,-0.01542031,225.9614079,0.277448476,18718.38197,92,1.431685345
72,0,1,2.043233864,2007.710851,0.078409091,16.58118996,0.059563359,2000,0,-1.429282965,2.751114824,452.4750071,2122.543218,0.06000189,0,0,12647.284,1.991367908,-18.4,15.1125,0.25,2.833333333,1.4375,50,16.93984886,0.0625,0.002094167,13.59849394,-2.187983653,0.5,0.229,0.021268238,5.893985108,1.666666667,0.1875,0.343082256,6.9237372,0.406854106,-0.604588944,100.1090606,6.9237372,-0.80468,0,0,-0.01542031,225.9614079,0.277448476,18718.38197,92,1.431363764
73,0,1,2.043233864,692.760874,0.087581699,16.6093616,-0.145617461,2000,13.21376393,-0.570732411,4.41254911,462.2991569,1657.701745,0.06000189,0,0,10919.595,1.991367908,-54.24,10.91895425,0.25,2.833333333,0,50,16.90928385,0.125,0.007268965,12.95254926,-2.187983653,0.5,0.194,0.012461349,6.109109545,1.666666667,0.125,1.811198842,6.9237372,0.414391281,-0.868276353,549.3770342,6.9237372,-0.80468,0,13.21376393,-27.54071892,1197.527083,0.277448476,21905.7272,92,1.431363764
74,0,1,1.768324594,786.4039371,0.052247874,16.62509059,-0.148962952,2000,0,112.3240353,2.547399546,343.2948871,1002.270992,0.195,0,0,11646.809,1.802227409,-76.16,10.71931956,0.199,1.333333333,1.4375,50,16.98937927,0.301,0.000705614,12.6511005,-1.849294283,0.5,0.277,0.007283387,6.257409654,0.833333333,0,0.237355186,242.6546827,0.418877773,-1.026334435,701.3353194,12.84164325,-0.2488,0,0,-51.98059137,1426.74459,0.043137008,29187.86335,40.46,1.423409728
75,13.21376393,1,1.846568421,611.2088925,0.08203125,16.75006188,0.047495744,1000,26.42752786,118.253943,8.507602419,202.0368114,1233.42057,0.225292895,0,0,7290.632,2.183066881,-44.66,10.76171875,0.25,1.5,0,20,33.11692592,0.25,0.155338032,12.61333101,-1.854617759,0.5,0.396,0.007283387,8.766440556,0.875,0,0.236880192,194.1237462,0.507756147,-0.752584727,476.7013326,0,0.3524,0,13.21376393,2.015199849,560.8721241,0.052959576,16698.99975,40.46,1.419955748
76,13.21376393,1,1.846568421,611.2088925,0.08203125,16.75006188,0.047495744,1000,26.42752786,118.253943,8.507602419,202.0368114,1233.42057,0.225292895,0,0,7290.632,2.183066881,-44.66,10.76171875,0.25,1.5,0,20,33.11692592,0.25,0.155338032,12.61333101,-1.854617759,0.5,0.396,0.007283387,8.766440556,0.875,0,0.236880192,194.1237462,0.507756147,-0.752584727,476.7013326,0,0.3524,0,13.21376393,2.015199849,560.8721241,0.052959576,16698.99975,40.46,1.419955748
77,13.21376393,1,1.846568421,611.2088925,0.08203125,16.75006188,0.047495744,1000,26.42752786,118.253943,8.507602419,202.0368114,1233.42057,0.225292895,0,0,7290.632,2.183066881,-44.66,10.76171875,0.25,1.5,0,20,33.11692592,0.25,0.155338032,12.61333101,-1.854617759,0.5,0.396,0.007283387,8.766440556,0.875,0,0.236880192,194.1237462,0.507756147,-0.752584727,476.7013326,0,0.3524,0,13.21376393,2.015199849,560.8721241,0.052959576,16698.99975,40.46,1.419955748
78,0,1,2.383701318,952.1483318,0.102803738,16.56312202,0.073952542,1000,0,2.586334685,3.333179688,295.3577947,1516.085572,0.278935185,0,12.43092593,7639.105,2.4413649,-14.28,20.16448598,0.2,2.25,3.444166667,100,16.7143235,0.3,0.005395477,13.72489202,-2.45018654,0.5,0.477,0.019858038,5.802944018,1.25,0,0.19580974,14.09534397,0.406842028,-0.309791099,66.06881965,36.63720221,1.4888,0,0,11.01014586,204.7730425,0.004952821,12077.36879,52.04,1.418301291
79,21.42003918,0.5,2.022172536,475.9343076,0.095687332,16.75256852,-0.1700754,2000,37.92655152,124.9820406,2.772745882,279.0866709,1030.533632,0.573186991,0,0,10528.258,2.239413106,-78.32,10.55525606,0.33,1.529411765,0,100,35.49686529,0.33,0.01750294,13.23325404,-1.927596612,0.33,0.183,0.005532695,6.372788516,0.764705882,0,0.214070304,400.3802265,0.418877773,-1.080037435,28.52983672,41.81319288,3.7486,0,13.21376393,-74.36343937,1421.92872,0.063777406,29521.42747,52.04,1.413299764
80,13.21376393,0.5,1.963122938,1143.175563,0.047250859,16.65832722,-0.148987784,3000,75.85310305,125.571257,2.546285169,503.8154277,1334.026989,0.012177816,0,0,16518.176,2.184535702,-105.02,10.73024055,0.33,1.857142857,0,100,17.22639815,0.33,0.000341319,12.75662679,-2.032241786,0.33,0.13,0.007283387,6.481352558,0.928571429,0,0.208654817,291.1856193,0.418877773,-1.028693004,1005.25189,12.13273414,0.4288,0,13.21376393,-75.80763692,2041.734641,0.12261467,39984.8537,58.92,1.413299764
81,0,1,1.976008588,2015.283982,0.051198257,16.58111082,0.075254584,2000,22.99804733,150.9001371,8.787154472,394.6614601,2293.605687,0.276836505,0,0,13112.418,2.37515263,-31.48,11.68409586,0.2,1.1875,0,50,33.11707898,0.3,0.293026145,12.99966345,-1.692967048,0.5,0.334,0.009560247,8.767576832,0.5625,0,0.167992227,48.53093655,0.416587117,-0.617686142,80.28841473,48.53093655,3.8972,0,0,1.551758406,204.0884257,0.115155782,22869.63028,40.46,1.412460547
82,0,0.955,1.768324594,786.4039371,0.052247874,16.62509059,-0.148962952,2000,0,112.3240353,2.547399546,343.2948871,1002.270992,0.195,0,0,11646.809,1.802227409,-76.16,10.71931956,0.196,1.333333333,1.4375,50,16.98937927,0.314,0.000705614,12.6511005,-1.849294283,0.487,0.277,0.007283387,6.257409654,0.833333333,0,0.237355186,242.6546827,0.418877773,-1.026334435,701.3353194,12.84164325,-0.2488,0,0,-51.98059137,1426.74459,0.043137008,29187.86335,40.46,1.411956238
83,26.42752786,1,2.479234956,1957.145808,0.074154853,16.58146243,-0.28343403,2000,24.7127876,16.88799328,7.448390729,487.9824433,2474.478598,0.055543981,0,0,13181.035,2.19925694,-19.24,16.00436205,0.14,1.533333333,0,50,33.1147576,0.2,0.048002476,14.62069612,-2.476188415,0.5,0.436,0.005561095,8.763763776,1,0.16,0.21502749,28.51153315,0.412318143,-2.468538288,94.00509423,13.8474744,-0.9164,0,0,8.826341085,245.3123561,0.327819795,19322.85038,93.06,1.408239965
84,0,1,1.768324594,1678.656846,0.02561624,16.72308117,-1.683504842,6000,0,-1.890370021,2.62373863,1312.865105,4889.414421,0.195,0,0,29507.267,1.802227409,-137.88,12.40695988,0.031,1.333333333,1.4375,50,17.78751766,0.469,0.026080247,13.19142062,-1.849294283,0.5,0.452,0.011635187,6.959041319,0.833333333,0,0.410192136,0,0.414609618,-0.917545935,1626.298794,12.84164325,-0.2488,0,0,-79.6246412,3167.941778,0.043137008,54845.30941,40.46,1.403120521
86,13.21376393,1.043,1.846568421,995.5226066,0.142857143,16.56312202,0.076093314,1000,26.42752786,1.704725391,6.056881813,295.3577947,1475.666061,0.225292895,10.11132579,0.183256272,7839.166,2.183066881,-16.16,18.65750916,0.256,1.5,3.295871435,500,33.11466708,0.047,0.064842816,13.51284704,-1.854617759,0.512,0.415,0.016356876,8.763191259,0.875,0.188,0.208895361,28.51153315,0.406920654,-0.84907207,86.33025556,0,0.3524,0,19.25560476,11.84570131,246.7117716,0.052959576,12609.32047,40.46,1.401400541
87,0,0.001,1.768324594,786.4039371,0.054711246,16.76624652,0.047261521,2000,0,117.8423482,2.606470194,279.0866709,1644.353154,0.195,0,0,9324.914,1.802227409,-57.01,10.76291793,0.23,1.333333333,1.4375,100,17.01125956,0.246,0.097452326,12.64242427,-1.849294283,0.001,0.046,0.009560247,6.048924909,0.833333333,0,0.229214567,194.1237462,0.507756147,-0.755355489,701.3353194,12.84164325,-0.2488,0,0,0,742.238128,0.043137008,20839.2473,40.46,1.400710637
88,11.37477255,1.2,1.982917825,1065.042076,0.106666667,16.56250342,0.076104925,1000,0,63.60222157,3.200040169,231.1495784,1207.425874,0.796057392,9.984809465,20.11818609,7466.499,2.179206106,-21.84,11.6,0.318,1.114285714,8.671010346,10,16.71124822,0.136,0.160804803,12.71842842,-1.891776652,0.545,0.327,0.009560253,5.930687201,0.457142857,0,0.387425239,14.09534397,0.406624327,-0.395734169,88.81836474,102.8888506,7.3077,0,11.37477255,0,213.3972382,0.062539378,12595.92536,76.76,1.400710637
89,0,1,1.931785023,1018.464388,0.10805501,16.56292422,0.060610271,1000,0,-0.875980729,2.747073556,259.8503584,1167.349542,0.3125,0,0.625,7296.355,1.785051296,-15.6,17.33202358,0.2,1.375,0,100,16.73545106,0.3,0.005033396,13.18280532,-2.038083672,0.5,0.422,0.015272463,6.032804107,1,0,0.408464113,0,0.408646384,-0.566239457,80.28841473,13.8474744,0.6866,0,0,0,222.3832872,0.100916204,11791.50732,65.18,1.399673721
90,13.21376393,1,1.575298676,719.5623413,0.073011734,16.6093616,-0.928278089,2000,46.06179708,0,-0.808962409,462.2991569,1637.309514,0.125,0,0,10978.677,1.392607251,-53.25,10.96219035,0.25,1.25,2.21863485,50,32.23980468,0.25,0.002495676,13.27788698,-1.84530091,0.5,0.237,0.006713662,7.852750123,1,0,4.290279338,0,0.414391281,-4.701930806,566.542833,0,-1.029,0,36.4214036,-28.70585497,1178.713368,0.06622664,21452.92357,40.46,1.397940009
91,13.21376393,1,1.846568421,1337.965909,0.039548023,16.80971144,0.047103201,3000,26.42752786,118.0493256,8.485101683,484.5529628,2646.001327,0.225292895,0,0,15219.982,2.183066881,-84.81,10.78154426,0.25,1.5,0,20,33.11707432,0.25,0.148224715,12.64072609,-1.854617759,0.5,0.179,0.007283387,8.76760995,0.875,0,0.219416243,194.1237462,0.507756147,-0.75827604,1203.458349,0,0.3524,0,13.21376393,1.985999326,1225.796106,0.052959576,30845.52166,40.46,1.394451681
92,26.42752786,1,2.479234956,1957.145808,0.074154853,16.58146243,-0.28343403,2000,24.7127876,16.88799328,7.448390729,487.9824433,2474.478598,0.055543981,0,0,13181.035,2.19925694,-19.24,16.00436205,0.15,1.533333333,0,50,33.1147576,0.175,0.048002476,14.62069612,-2.476188415,0.5,0.416,0.005561095,8.763763776,1,0.175,0.21502749,28.51153315,0.412318143,-2.468538288,94.00509423,13.8474744,-0.9164,0,0,8.826341085,245.3123561,0.327819795,19322.85038,93.06,1.394451681
