No.,Ts/Mpa,Eb/%,E
1536,20.60495888,320.1771294,0.870539209
1236,24.12473208,531.7150753,0.870424813
408,21.10804393,348.5803988,0.870136458
1363,21.02637243,296.1025367,0.869847221
821,13.45362428,1087.579357,0.869765963
274,19.99146046,372.0530436,0.869700876
277,19.99146046,372.0530436,0.869700876
1702,25.70100152,450.5943196,0.869557144
1538,23.34501994,380.9909963,0.869552626
1696,22.01396888,504.5510407,0.869537553
95,21.06227382,283.657754,0.869256242
671,11.90094433,782.2460706,0.86900301
1212,18.39850283,444.2483181,0.868876748
104,22.29908073,297.3610637,0.868830993
107,22.29908073,297.3610637,0.868830993
505,17.38725397,337.4555177,0.868777635
272,20.20144661,445.9018988,0.868717326
1206,18.93027405,565.0981957,0.868540597
650,13.96101684,899.2432682,0.868502959
755,18.12784229,512.0437712,0.868446576
92,19.74668426,261.4959302,0.868440672
910,13.50440769,421.8276798,0.868253016
244,19.26173834,347.6252223,0.868236484
247,19.26173834,347.6252223,0.868236484
909,13.12692008,426.1496677,0.86821264
1232,23.4015897,449.5949525,0.868195539
1852,25.11560059,288.6149135,0.868043854
751,17.88097834,496.7809503,0.867687742
895,15.64772537,344.5288981,0.867641169
242,19.4359315,449.7770721,0.867600139
1864,24.49303409,376.3640488,0.86749071
1867,24.49303409,376.3640488,0.86749071
495,15.8095946,332.8962779,0.867029936
1068,23.47077807,382.4141907,0.867001523
583,12.60232834,297.4626058,0.867000485
585,12.83080754,313.8070105,0.866970649
252,20.1746715,443.9395126,0.866885591
432,20.29314633,335.0044371,0.866819984
1052,19.59117934,272.2947038,0.866745004
488,11.94412552,388.8549411,0.866547437
1704,26.74033687,364.543713,0.866511416
1707,26.74033687,364.543713,0.866511416
1131,8.805091885,633.3262007,0.866311972
1366,20.92402002,359.7871892,0.866127913
418,20.84257574,356.4439499,0.866014665
1054,18.86456163,300.9268228,0.865488272
1057,18.86456163,300.9268228,0.865488272
424,23.17473495,360.8697167,0.865264003
427,23.17473495,360.8697167,0.865264003
88,21.66020865,345.3685519,0.865181707
819,12.38794261,804.5963792,0.865107304
1522,20.31465811,305.2407165,0.864905683
672,5.123063,811.418309,0.864858819
900,15.00488075,391.0782318,0.864579865
85,19.51849196,297.9723893,0.86415042
406,18.68335207,334.5506343,0.863657339
1706,23.97066905,521.818753,0.863377618
648,11.96506176,687.1730461,0.863314151
2021,15.60665617,354.5386531,0.863254174
760,14.37269003,717.3991092,0.863225265
759,14.11032785,716.2674541,0.863118466
1078,20.8688851,426.7275238,0.863068386
264,24.05741378,362.7538158,0.862804434
267,24.05741378,362.7538158,0.862804434
489,11.64481203,472.1746122,0.862711921
828,11.87478248,852.7862161,0.862684836
818,11.86206828,667.4816906,0.862631298
96,20.08821171,299.777506,0.862272
676,5.265506601,919.4080907,0.862126027
649,11.87297572,945.28626,0.861762395
412,20.4040258,275.8116712,0.861295329
2325,18.10202123,347.1013657,0.861190716
1042,19.4617609,310.0697866,0.861100185
829,11.58887914,1052.322458,0.861084679
758,13.95035057,624.8188933,0.861072522
1876,21.55060312,417.0307538,0.861044436
1216,20.94543973,506.8030612,0.861000951
2349,16.00448235,445.7370984,0.860924134
890,14.82722723,435.1908196,0.860831552
266,21.78803743,517.4347832,0.860809461
889,14.71160957,434.5043316,0.860724753
1856,22.18555581,326.1970382,0.86069762
118,19.77841572,373.5487645,0.860112509
1873,23.17267652,348.5603293,0.860079209
1222,23.02715325,449.8922051,0.85979772
1552,20.97494376,309.0747237,0.859677825
808,11.31232576,750.3401948,0.85945003
2241,6.437534702,811.1502726,0.859429142
1384,20.84562972,374.3705113,0.85927668
1387,20.84562972,374.3705113,0.85927668
2031,19.58671406,350.5513687,0.859193824
809,11.01659323,974.2062393,0.859091063
1214,20.31110413,335.1589641,0.859037637
1217,20.31110413,335.1589641,0.859037637
498,13.83721994,359.0511244,0.858923531
1056,19.77785791,321.6062126,0.858869221
1526,20.09686949,352.0767456,0.858726137
98,22.75603334,344.5089157,0.858529939
1044,18.39376166,328.8005191,0.858524443
1047,18.39376166,328.8005191,0.858524443
499,12.58944956,393.9152055,0.858452971
1554,20.3431677,339.7216358,0.858340367
1557,20.3431677,339.7216358,0.858340367
1141,17.76879563,733.733315,0.858184946
810,11.72588066,882.5258178,0.857693533
721,14.51227494,496.7178745,0.857676254
2251,11.14673093,805.2596726,0.857668753
2025,15.97526721,324.3934593,0.857452989
2333,21.00382841,348.8118116,0.857260802
665,13.24451422,811.7981329,0.857010056
888,14.88865532,371.0661187,0.857000796
725,14.29177202,494.3366784,0.856965684
262,23.58391856,455.183504,0.8568731
2355,19.81575906,396.8699994,0.856750954
2348,15.91374172,420.9407515,0.856388168
830,12.13160247,1052.322458,0.856215403
82,19.75931762,282.2632641,0.856085045
595,16.63770026,357.747626,0.855713581
94,21.47286548,282.138681,0.855387785
97,21.47286548,282.138681,0.855387785
1533,20.55328767,269.6981442,0.855369638
1471,13.38704404,494.35124,0.855181286
490,11.25921245,472.9206168,0.855030482
1053,19.76956761,278.9316727,0.855016343
730,14.65724548,718.8165423,0.854992777
1234,25.40800268,374.6915218,0.854975333
1237,25.40800268,374.6915218,0.854975333
661,14.4754117,816.9348516,0.854966834
729,14.54295328,717.6826513,0.854885977
731,14.88031811,501.2859666,0.854663558
641,6.48245014,714.374734,0.854486052
1224,24.45598088,365.2530279,0.854405051
1227,24.45598088,365.2530279,0.854405051
2335,19.31401049,350.0273648,0.85421137
1844,22.43768754,350.8680802,0.854001271
1847,22.43768754,350.8680802,0.854001271
918,13.7732696,415.3559412,0.853920075
1204,19.88791636,360.177933,0.853853783
1207,19.88791636,360.177933,0.853853783
1072,22.3228284,312.829533,0.853811615
2323,20.55673675,299.9191371,0.853606354
1556,21.18707613,348.509017,0.853498314
1854,22.73177075,391.266046,0.853292569
1857,22.73177075,391.266046,0.853292569
1046,19.20355713,360.0422093,0.853213562
590,13.80547604,394.6077582,0.853108711
436,20.14742169,384.168574,0.852919615
655,6.908419287,672.4358307,0.852853705
433,21.72180547,327.0181247,0.852640963
1441,11.46717536,483.9112106,0.852490473
1129,15.14141071,844.1283561,0.852442474
948,8.312520101,1589.787887,0.8523775
728,14.48032971,592.4032368,0.852360274
1291,10.86046003,744.2165318,0.851990198
920,14.22173514,468.4191688,0.851962013
735,14.86380528,456.8427337,0.851917664
1226,23.89755321,524.1478464,0.851911102
919,13.93121618,467.6802649,0.851855218
991,15.54190026,499.0505599,0.85164951
961,11.29862553,493.7701254,0.851626419
741,13.70022962,488.3754097,0.851432493
112,20.72818632,286.819521,0.851065517
981,17.80951455,541.2928053,0.850802244
971,15.11436203,533.7428132,0.85059291
571,14.22477669,327.7734265,0.850516257
416,18.51884124,307.5772223,0.850461422
1451,15.062579,522.8075205,0.850325629
740,14.95820778,554.5170577,0.849944707
86,19.54748493,324.5100678,0.849905529
739,14.62205595,577.5907878,0.849904331
913,23.28138931,358.539107,0.849737298
651,7.292627806,714.374734,0.849311775
1392,25.18350887,356.555838,0.848661354
84,20.79925001,300.251505,0.848423956
87,20.79925001,300.251505,0.848423956
1523,19.69775614,288.1993021,0.848405808
508,12.5434757,368.1367362,0.848181565
1043,18.94063348,301.2617397,0.848052513
1553,21.22496263,289.2780895,0.84789409
899,14.69392355,391.2098683,0.847798876
1771,10.7718794,800.1543245,0.847562561
2261,13.41423208,1064.380983,0.847449286
1281,6.015742462,752.8928718,0.847392327
738,14.66393402,596.2256621,0.847378613
1301,13.294701,976.8137634,0.847365881
509,11.46472395,409.489842,0.847338363
668,9.610747404,753.1330504,0.847327673
1461,17.04068485,530.2028289,0.847063646
1121,7.292995584,633.3262007,0.846933824
404,18.89257357,337.0198111,0.84656303
407,18.89257357,337.0198111,0.84656303
580,14.61491134,371.5757595,0.846541838
745,14.18026005,446.4511042,0.846117713
1076,22.54859275,353.817471,0.845924967
93,20.03783635,258.5209015,0.84585928
414,19.16230719,373.7368851,0.845854329
417,19.16230719,373.7368851,0.845854329
753,22.98295558,474.7777178,0.845821845
1372,22.82818129,287.3685288,0.845621413
1073,22.62203814,299.1819674,0.845480038
2195,20.08659537,515.8323899,0.845331171
816,8.879726807,875.4684101,0.845134469
1393,26.22214617,358.8071984,0.845121578
2191,20.08474087,497.544121,0.845003784
116,21.01322331,321.5469685,0.844885996
1761,6.016826769,806.9845706,0.844835398
510,12.6858951,411.5774336,0.8448284
898,14.87075645,367.9274139,0.84480575
2023,15.65532769,304.4722202,0.844667293
561,13.30013246,327.5636179,0.844656398
669,9.190093017,948.3500324,0.844005088
1074,20.71233781,340.3826528,0.843725529
1077,20.71233781,340.3826528,0.843725529
1159,18.70014698,972.1233595,0.843652266
500,13.7076958,403.6893696,0.843560451
1609,18.42076683,860.394676,0.843493415
2035,19.63920693,358.2625552,0.843343808
861,12.85208087,418.9410125,0.84327442
573,14.18400765,280.3819998,0.843116738
750,14.36679142,468.1777246,0.842948641
749,13.96519767,487.5046033,0.842908265
748,14.01121003,578.4043614,0.842153416
1151,9.426662922,710.7853908,0.841630441
826,10.04974508,1261.316771,0.841476501
812,8.602558535,778.0946085,0.841207632
639,10.7106246,1402.098234,0.841102077
865,12.48898862,373.8928451,0.840976559
331,10.67381647,602.946479,0.840810478
902,14.90268376,358.2166401,0.840787791
640,10.87059719,1404.313457,0.840739549
1639,16.78323062,958.3954566,0.840598201
593,16.36409373,298.9584264,0.840573878
660,13.84797951,776.2534045,0.840569944
1128,18.00491768,629.2954762,0.840274526
2199,17.57159946,714.6699997,0.840255063
1951,13.79366917,508.6465625,0.840088624
600,14.05915798,472.9130551,0.839907358
2271,17.66517625,1292.317358,0.839657529
588,13.56290202,373.3357213,0.839500443
670,10.84608002,952.540229,0.839472467
833,21.22486472,1158.784135,0.839455143
2329,18.33636396,450.1442193,0.839232132
582,12.77880008,295.1927842,0.839190328
83,19.15927986,271.952294,0.83889545
1713,21.81203542,448.8698353,0.838661724
113,21.029395,269.2582884,0.838592032
2169,17.93653671,723.5883934,0.838464444
518,14.1436014,388.2157148,0.838442853
598,13.74648633,422.6460475,0.838438358
638,10.59219809,1291.206127,0.838232477
321,6.120677033,604.9286964,0.83808332
589,13.35124684,419.5855624,0.837953583
2181,16.71961315,493.9113823,0.837746265
1149,17.33897423,944.2901461,0.837452206
824,10.39500798,1490.226131,0.837359507
827,10.39500798,1490.226131,0.837359507
2111,9.931729064,757.7073312,0.83729742
1693,20.62230917,457.2649288,0.837270019
599,13.73224188,472.1670624,0.836891498
674,18.57115677,1018.909585,0.836585993
677,18.57115677,1018.909585,0.836585993
2171,17.82614338,499.0859559,0.836490266
813,11.99586613,799.9578485,0.836477053
803,7.148874558,814.0304037,0.836442584
2161,17.4920133,494.537912,0.836346714
832,20.75757116,1232.702221,0.836270113
2101,17.92792769,799.5094009,0.836219735
1376,24.7449338,326.1201276,0.836101452
1130,18.34304722,846.5091528,0.835839296
658,11.98248597,624.3084969,0.835381076
114,21.85843377,313.5447593,0.835340684
117,21.85843377,313.5447593,0.835340684
2165,16.42838077,495.0482089,0.835204741
1311,17.329775,1197.457143,0.835163031
673,9.311467686,793.9897962,0.834898464
1396,25.77831954,416.7359154,0.834770148
1139,16.76685701,708.6094686,0.834639558
906,14.70881575,398.7835621,0.834582136
995,15.69987099,479.6516845,0.834546809
839,20.79364984,1312.589682,0.83425349
2342,16.95265345,365.4579647,0.834228701
838,20.21987718,1208.419773,0.834011952
584,11.93357215,317.4293603,0.833979972
587,11.93357215,317.4293603,0.833979972
965,12.07083291,481.814639,0.833923196
1683,21.53682071,473.7622319,0.833922714
904,11.01884898,372.1015378,0.833902789
907,11.01884898,372.1015378,0.833902789
570,13.93288367,443.3325164,0.833879476
659,12.37996999,772.8386885,0.833829375
752,22.87579164,474.6011875,0.833821835
2179,17.92401305,576.1811935,0.833482813
1213,18.57365007,476.3635117,0.833461124
968,16.56579219,548.2758446,0.833264667
1781,13.10344351,981.5731744,0.833184438
2350,16.65462068,440.1416464,0.832960419
1941,17.13016711,571.6705977,0.832888841
1874,19.73187035,440.5557377,0.832869323
1877,19.73187035,440.5557377,0.832869323
840,21.21817509,1234.401559,0.832821346
882,17.22548455,298.0347488,0.832722576
2359,16.52499795,487.3850582,0.832621618
2339,18.036567,409.6657893,0.832409828
1125,7.507665536,601.3142286,0.832399947
1791,14.3146491,1158.441599,0.832357346
2265,10.06879397,876.9858185,0.832320652
578,14.41052609,376.759246,0.832190865
575,14.74026401,293.0327181,0.832136846
341,13.0569337,740.8536559,0.832131401
928,9.394801395,1121.55108,0.832112815
586,12.60232834,333.6610408,0.832022075
568,13.74766276,377.6946188,0.831930736
2115,9.609439458,717.8849161,0.831789725
733,17.16062178,487.1789582,0.83151882
519,14.56654843,471.3984194,0.831448699
551,17.9860927,304.4756474,0.831443682
2011,16.05985268,337.6703551,0.831373767
804,8.911689707,929.0602099,0.831308846
807,8.911689707,929.0602099,0.831308846
806,5.207913082,859.4801984,0.831239729
579,14.23916593,395.0956887,0.831123756
520,14.86394055,472.1431976,0.831062335
569,13.58418492,442.6331853,0.830863647
642,6.691475737,742.7218881,0.830837219
1305,9.622432816,796.867295,0.830812623
1364,19.67097157,350.8262256,0.830675034
1367,19.67097157,350.8262256,0.830675034
2198,17.32745878,622.3943435,0.830440799
563,13.26201351,304.285806,0.83031191
1203,18.4791454,495.2349552,0.830301559
868,11.49098863,424.9703954,0.830249971
636,13.88918628,1104.107857,0.830235545
836,21.37970711,1463.985948,0.830222799
504,10.79561726,355.1947893,0.830191695
507,10.79561726,355.1947893,0.830191695
2175,17.56549723,454.8377726,0.830156706
646,6.684228733,842.2838524,0.830023512
1374,19.64626445,391.2193725,0.829966333
1377,19.64626445,391.2193725,0.829966333
985,18.81684797,460.4808457,0.829923304
802,5.171696603,748.1718796,0.829370065
273,19.85744921,438.9468715,0.829359661
1285,6.044006328,635.4367834,0.829143439
822,10.20650793,1107.664094,0.829018561
482,11.52222135,547.9690925,0.829016531
823,12.55501316,1151.671012,0.829007855
1475,13.52311241,469.5720288,0.828998752
2185,17.05809525,451.5118444,0.828843835
494,11.98541681,337.8440991,0.828376857
497,11.98541681,337.8440991,0.828376857
574,13.09404739,295.8732052,0.828197104
577,13.09404739,295.8732052,0.828197104
2353,25.22586194,363.4320697,0.828173815
2030,18.8394379,407.7866365,0.827953421
253,18.12768612,448.2839449,0.827759635
1135,8.670310973,596.1454257,0.827697111
1299,17.46449032,805.7155223,0.827682239
483,9.837577608,541.2233129,0.827574043
2255,8.477859608,684.8905811,0.827475362
1155,9.255565494,673.4290267,0.827206929
1765,6.101250088,668.7865164,0.827082224
2328,18.43203231,375.4912324,0.826804244
2168,18.00116004,597.2780666,0.826797629
975,16.2447114,455.1304821,0.826691221
512,13.15520282,358.0213163,0.826683495
756,22.7745537,540.5853241,0.826653566
1233,23.47972841,464.2376342,0.826578592
1445,12.90448379,467.1859057,0.826278433
2022,15.65981794,299.3784598,0.826228528
2081,6.36294386,691.9650907,0.826174219
513,13.06394452,369.9627568,0.826060427
978,18.49197506,529.8354949,0.826032691
886,17.03957185,362.5715572,0.825991507
2358,16.41252572,432.8561515,0.825982548
1289,15.27748983,955.0369326,0.8259684
484,11.42198647,335.0872053,0.825641386
487,11.42198647,335.0872053,0.825641386
723,17.38311221,509.820951,0.825625395
434,18.40785122,421.2390428,0.825431073
437,18.40785122,421.2390428,0.825431073
1455,16.41381995,446.0430699,0.825203836
1608,17.30529851,639.1321019,0.825172844
351,14.13336146,864.2980565,0.825121322
2189,15.99860211,502.5133749,0.825044729
1465,17.93203546,451.2866049,0.824964613
2091,7.064371904,691.9650907,0.824723145
1921,11.28136071,512.1518937,0.824711855
2346,17.69244867,410.0432623,0.824599627
1931,14.08190547,564.9633907,0.824415214
243,18.9180152,459.5380064,0.824412326
743,14.61510657,476.1725973,0.824070771
2119,20.87042781,984.2241252,0.823986777
754,22.75399405,385.3055483,0.823812779
757,22.75399405,385.3055483,0.823812779
1610,20.85320667,811.5786685,0.823690799
662,12.05415713,818.8972327,0.823660512
2039,16.53623217,482.1500214,0.823043065
666,12.37507559,927.8822602,0.822655863
503,16.40475011,412.707382,0.822575183
1138,18.83425219,598.5573768,0.8224716
2001,15.80253363,337.4542115,0.822357705
1158,18.56692646,748.9043623,0.822302339
944,6.957467137,1572.035433,0.822199065
947,6.957467137,1572.035433,0.822199065
608,8.805467532,1128.82604,0.822134312
1605,8.479829191,596.8986619,0.821951464
664,12.0133813,1013.646836,0.821865412
667,12.0133813,1013.646836,0.821865412
722,14.60546256,487.6667421,0.821610147
1785,9.705580286,789.5660192,0.821408021
2340,18.72658186,408.5303268,0.821186747
618,9.523074193,1330.415084,0.821170091
1223,20.71406903,469.6968181,0.820949522
2245,6.739709798,711.8497659,0.820929552
1459,17.69886744,548.7040462,0.820875494
2338,18.13067118,376.3335841,0.82071277
814,9.417116535,914.6314537,0.820658049
817,9.417116535,914.6314537,0.820658049
345,9.643197814,589.3692789,0.820532635
