No.,Ts/Mpa,Eb/%,E
1148,17.93148699,792.6110719,0.820361099
493,14.55888876,595.6264304,0.820195954
663,12.71467267,816.3134811,0.820016147
2033,19.68060623,303.038295,0.819845259
31,13.51546747,438.4123508,0.819815243
565,13.48637562,319.3947591,0.8194745
21,17.53049193,466.317197,0.819295219
744,16.18233681,371.5460407,0.819227888
747,16.18233681,371.5460407,0.819227888
502,15.97373971,341.2149568,0.819106309
979,16.41012387,553.338376,0.818941015
325,6.167386452,501.3320143,0.818923182
1,11.77505042,421.7351062,0.818884165
1315,17.25584727,1024.801668,0.818725694
2013,16.52046326,282.5270151,0.818548227
724,16.96499462,370.8967395,0.818504121
727,16.96499462,370.8967395,0.818504121
1638,16.8275194,789.9108003,0.81849859
168,16.08432019,507.3409681,0.818498406
2015,16.67674688,301.8806711,0.818169432
1145,18.05754161,729.1196666,0.818071334
1140,19.10031793,750.2931529,0.818036354
969,14.92526461,651.1811175,0.817966377
1955,14.75713845,499.4478413,0.817841704
486,11.80436056,615.2750157,0.81778445
938,9.45978436,1391.271965,0.817541763
871,14.33407077,429.1399361,0.817243761
572,13.87255197,276.8466775,0.81719152
1150,20.41151043,935.6723655,0.817188728
869,12.19890962,472.8002254,0.816948622
11,15.12504212,454.9575493,0.816858141
2019,16.7768837,409.7849172,0.816678285
1160,19.1150094,930.2422092,0.816637402
492,14.30035839,552.8362499,0.81662839
1635,15.38099657,671.6305893,0.816453318
2009,16.52606726,458.5537772,0.816418151
1295,7.978329737,611.3715122,0.816376184
165,12.62283963,518.5171712,0.816105586
2188,16.64289221,589.9023694,0.816072119
644,13.54368333,848.6816047,0.815991594
647,13.54368333,848.6816047,0.815991594
564,12.48044422,323.656703,0.81539225
567,12.48044422,323.656703,0.81539225
170,19.92266075,649.3700844,0.815381597
2085,6.574157525,656.7240876,0.814991898
870,13.19299966,476.0523665,0.814957955
2275,18.18239301,1105.984453,0.814930482
2026,15.59598553,341.0523681,0.814924227
2038,16.56830597,431.5819909,0.814918033
1775,8.098136067,648.143511,0.814885999
2105,18.7744136,794.4822499,0.814856915
516,13.52360294,398.7600865,0.814770884
1640,17.84612799,894.390802,0.814573417
726,14.36963722,574.5253529,0.814441913
2118,20.47445859,813.8455783,0.814427317
25,18.23434837,397.4603838,0.814385796
652,7.271513768,738.5269167,0.814189746
263,21.19592149,446.0555076,0.814126817
732,17.00451258,461.752353,0.81405965
2040,17.05032446,479.7236108,0.81399168
742,16.13615776,462.6937064,0.813880321
734,17.09320806,343.479907,0.813866519
737,17.09320806,343.479907,0.813866519
1449,17.90730283,615.9416816,0.813743483
656,7.408050553,835.3806757,0.813185092
632,13.41282601,969.4478696,0.812882375
2088,10.6229271,685.4381245,0.812726705
2029,18.08051762,431.2481859,0.812434297
2200,17.3997853,718.8965743,0.812357772
2322,19.3138566,296.1357264,0.812199509
628,9.696484118,418.2401014,0.812052034
2330,18.15139149,454.4547343,0.8117153
2178,17.93055855,594.7705899,0.811700121
2024,15.05836651,328.1365905,0.81164677
2027,15.05836651,328.1365905,0.81164677
1945,18.46862983,471.1000556,0.811520782
1703,23.84439441,454.1483545,0.810983474
35,13.65284117,412.391774,0.810961145
2170,17.48082912,725.7082924,0.810567153
19,17.81299778,500.7244337,0.810334222
2003,16.27107746,305.1448746,0.81020008
198,16.30316588,611.5343236,0.810064402
169,17.24033302,683.6912639,0.810025992
576,14.18400765,320.1404344,0.810023252
5,13.09271488,399.9871224,0.810000566
514,17.59600775,348.3426986,0.809737619
517,17.59600775,348.3426986,0.809737619
1152,4.515410583,727.1418126,0.809707677
15,16.28506973,388.6940202,0.808925968
653,9.348934145,721.7885151,0.808877582
558,14.82217913,329.7247012,0.808874262
195,15.02814643,562.2716267,0.808708885
335,8.001234974,483.1487015,0.808656681
2269,14.62592857,1054.066717,0.808348183
1795,14.70729936,984.9581985,0.808166621
2018,16.89619717,390.3104898,0.808073473
2008,16.58560883,391.2795059,0.807813349
506,16.72520633,418.4549447,0.80769338
2089,10.14840876,936.5500688,0.80767639
1394,22.65445544,438.2221875,0.80748235
1397,22.65445544,438.2221875,0.80748235
736,17.44978521,512.78946,0.807416832
746,15.84266852,527.2794335,0.807237493
1298,18.01932346,659.6771356,0.807216109
2259,15.91357178,792.0155327,0.807100832
688,11.5700622,253.412014,0.80702685
2005,15.8070661,328.6545161,0.806507689
958,15.67707652,1620.347392,0.806482994
1780,19.41423311,799.5371857,0.806051982
912,23.03596351,362.1065056,0.805782267
1308,19.43786979,819.5106306,0.805590841
2180,18.23183059,552.8274396,0.805519108
1288,17.88619264,726.8359583,0.805502271
1300,18.11753718,804.3275383,0.805380776
496,14.82017847,681.3279346,0.805322589
199,17.28580266,722.5085849,0.805232223
2095,6.92390016,651.3417937,0.804859067
1604,12.48544949,790.4473471,0.804805192
1607,12.48544949,790.4473471,0.804805192
2360,16.97271056,490.2674646,0.804724327
555,18.30658625,296.8399833,0.804632949
643,6.672072956,720.9512021,0.804558391
2028,18.27780327,383.7128037,0.804309265
2020,17.28793869,387.0582247,0.804285015
892,18.27702803,292.1725266,0.804072919
1292,12.79107461,691.1501738,0.803787773
1939,15.05931549,556.2305752,0.803226728
9,18.15858433,554.975753,0.803202221
200,17.37674978,693.121004,0.803162141
970,14.56915404,649.6562474,0.803143563
1282,7.180138667,663.6602012,0.802915105
1122,5.959923015,649.653929,0.802818094
884,11.87131844,343.354827,0.802814944
887,11.87131844,343.354827,0.802814944
2326,20.43247042,363.0934297,0.802723625
2344,12.17882725,382.9625815,0.802564899
2347,12.17882725,382.9625815,0.802564899
654,13.59205535,855.664041,0.802534197
657,13.59205535,855.664041,0.802534197
2192,23.96512063,475.7818132,0.802000141
2268,15.38801391,849.1666854,0.801963252
2196,24.24758342,535.6345552,0.801961513
701,14.08427171,314.0455155,0.80182239
1448,17.44387023,522.6804664,0.801722053
841,13.06375598,391.2132008,0.801626299
2014,15.21414444,304.8056056,0.801414138
2017,15.21414444,304.8056056,0.801414138
2193,23.82811924,477.5677292,0.801168897
764,15.42067859,1434.848006,0.801159186
767,15.42067859,1434.848006,0.801159186
1156,4.641607984,835.4172218,0.801034317
1634,14.1406184,933.5219823,0.800894588
1637,14.1406184,933.5219823,0.800894588
1928,15.04821405,559.6259489,0.800887176
634,13.29519811,1551.116469,0.800845581
637,13.29519811,1551.116469,0.800845581
1779,19.04094286,797.5303731,0.800679821
1458,19.30543148,513.5466957,0.800647456
2183,15.95755816,486.5354471,0.800633581
2162,16.05721951,488.8798699,0.800580187
2173,18.09206653,490.0418449,0.800519452
894,11.5740253,389.666022,0.800345191
897,11.5740253,389.666022,0.800345191
594,15.00591521,336.2923998,0.8001502
597,15.00591521,336.2923998,0.8001502
1764,14.32723406,901.0325114,0.800137118
1767,14.32723406,901.0325114,0.800137118
355,14.521039,739.7821175,0.800077083
1935,15.67182082,464.5491239,0.800024395
