,pieceVSA_EState6,pieceBCUT2D_MRHI,ex1EState_VSA8,pieceEState_VSA6,piecePEOE_VSA10,piecefr_C_O_noCOO,pieceSlogP_VSA5,pieceBertzCT,pieceEState_VSA1,ex1qed,preChi1n,pieceSMR_VSA5,ex2MolLogP,ex1BCUT2D_LOGPHI,pieceVSA_EState4,preChi4v,piecePEOE_VSA7,ex2Chi4n,pieceFpDensityMorgan2,ex1SPS.1,preMinEStateIndex,pieceEState_VSA2,pieceBCUT2D_CHGLO,pieceHallKierAlpha,pieceBCUT2D_LOGPHI,pieceMaxEStateIndex,pieceBCUT2D_MWHI,ex1PEOE_VSA8,ex2MinAbsEStateIndex,preChi4n,pieceChi4n,pieceSlogP_VSA3,preSMR_VSA6,ex1EState_VSA4,R,pieceVSA_EState3,ex2BCUT2D_LOGPHI,pieceVSA_EState9,pieceVSA_EState2,pieceMinAbsEStateIndex,pieceChi4v,pieceNumHeteroatoms,pieceChi3v,preKappa3,polyol_ratio,preMaxPartialCharge,pieceKappa3,Diisocyanate_ratio,pieceMinEStateIndex,piecePEOE_VSA14,pieceEState_VSA3,pieceVSA_EState5,piecePEOE_VSA8,pieceBCUT2D_CHGHI,Hs_wt,extender2_ratio,prePEOE_VSA8,extender1_ratio,self_time,self_tem,E1,pregbr,prexgb
0,134.5977038,8.76381367,0,72.79640482,26.42752786,18,1021.487872,16191.01805,109.4304517,0.495409576,42.23207589,972.9142104,-0.2488,2.402742668,27.23665605,11.10865225,1270.527682,0.223606798,0.092081031,777,-0.504480373,63.9819587,-2.117735308,-28.68,2.583221289,13.44923786,33.11470865,9.790966951,0.195,11.10865225,54.24530842,444.5261981,220.4794445,0.0,1.010101011,44.27642686,1.802227409,5.139425506,227.139184,0.1456285,56.58610416,119,88.6660978,61.50189972,0.251256281,0.411111954,308.7317155,0.502512563,-0.729061406,109.4304517,434.3910414,-1.272191209,959.6838027,2.515062239,0.393382692,0.196984925,194.5284762,0.049246231,20,24,0.417,0.153232031,0.22429575
1,135.4695498,8.763817447,0,48.53093655,0.0,18,1047.171158,16261.49177,109.4304517,0.26439453,42.23207589,998.5974969,-0.2488,2.403378968,27.68950358,11.10865225,1296.210968,0.223606798,0.089579525,777,-0.504480373,52.85505572,-2.11435125,-28.68,2.587438476,13.45045875,33.11470914,23.00473088,0.195,11.10865225,54.77556518,444.5261981,220.4794445,9.790966951,1.010101011,44.42047361,1.802227409,5.277244564,227.1677551,0.100924467,57.11636092,119,89.57678141,61.50189972,0.251256281,0.411111954,312.2245735,0.502512563,-0.609541579,109.4304517,464.5943489,-1.023588887,959.6838027,2.518517795,0.397402662,0.196984925,194.5284762,0.049246231,20,24,0.615,0.27777723,0.51323754
2,134.5977038,8.76381367,0,72.79640482,26.42752786,18,1021.487872,16191.01805,109.4304517,0.495409576,42.23207589,972.9142104,-0.2488,2.402742668,27.23665605,11.10865225,1270.527682,0.223606798,0.092081031,777,-0.504480373,63.9819587,-2.117735308,-28.68,2.583221289,13.44923786,33.11470865,9.790966951,0.195,11.10865225,54.24530842,444.5261981,220.4794445,0.0,1.009968186,44.27642686,1.802227409,5.139425506,227.139184,0.1456285,56.58610416,119,88.6660978,61.50189972,0.211037248,0.411111954,308.7317155,0.502479688,-0.729061406,109.4304517,434.3910414,-1.272191209,959.6838027,2.515062239,0.436994261,0.246280469,194.5284762,0.040202596,20,24,0.145,0.564759492,0.78280306
3,135.4695498,8.763817447,0,48.53093655,0.0,18,1047.171158,16261.49177,109.4304517,0.26439453,42.23207589,998.5974969,-0.2488,2.403378968,27.68950358,11.10865225,1296.210968,0.223606798,0.089579525,777,-0.504480373,52.85505572,-2.11435125,-28.68,2.587438476,13.45045875,33.11470914,23.00473088,0.195,11.10865225,54.77556518,444.5261981,220.4794445,9.790966951,1.00995671,44.42047361,1.802227409,5.277244564,227.1677551,0.100924467,57.11636092,119,89.57678141,61.50189972,0.215377988,0.411111954,312.2245735,0.502476847,-0.609541579,109.4304517,464.5943489,-1.023588887,959.6838027,2.518517795,0.432439057,0.24628473,194.5284762,0.035860435,20,24,0.123,0.524094086,0.81019723
4,136.0335237,8.76382124,0,24.26546827,0.0,18,1072.854445,16347.4757,109.4304517,0.155490595,42.23207589,1024.280783,-0.2488,2.403708222,27.9689311,11.10865225,1321.894255,0.223606798,0.090744102,777,-0.504480373,52.85505572,-2.112499075,-28.68,2.591782679,13.4465546,33.11470963,23.00473088,0.195,11.10865225,55.48267196,444.5261981,220.4794445,61.15753993,1.010114334,44.50202318,1.802227409,5.363636119,227.1646208,0.14566781,57.8234677,119,90.57678141,61.50189972,0.21877051,0.411111954,315.7229857,0.502515861,-0.584690963,109.4304517,464.5943489,-0.893493037,959.6838027,2.522142351,0.429065861,0.246226209,194.5284762,0.032487421,20,24,0.289,0.50306113,0.8037608
