,preNumRotatableBonds,ex1SlogP_VSA5,pieceBCUT2D_MWLOW,pieceMinPartialCharge,ex1Chi2v,ex2PEOE_VSA7,pieceVSA_EState3,R,pieceSlogP_VSA5,ex1Chi4v,pieceMolLogP,pieceVSA_EState10,piecePEOE_VSA14,ex2HallKierAlpha,ex2EState_VSA7,ex1Kappa3,piecePEOE_VSA8,Diisocyanate_ratio,pieceFpDensityMorgan3,ex1HallKierAlpha,pieceBCUT2D_MRHI,piecePEOE_VSA10,pieceMaxAbsPartialCharge,piecePEOE_VSA2,ex2PEOE_VSA14,pieceMaxEStateIndex,pieceEState_VSA9,pieceFpDensityMorgan1,preBalabanJ,ex1HeavyAtomMolWt,piecePEOE_VSA7,pieceqed,extender2_ratio,pieceVSA_EState7,pieceChi4v,ex2Chi4v,ex2Kappa3,ex1EState_VSA6,pieceVSA_EState9,pieceMinAbsEStateIndex,pieceEState_VSA5,polyol_ratio,preqed,ex1VSA_EState10,pieceMinEStateIndex,ex1EState_VSA8,Hs_wt,pieceBCUT2D_MWHI,mac_rate,pieceVSA_EState1,extender1_ratio,pieceHallKierAlpha,pregbr,Unnamed: 55,prexgb,preann
0,78,20.71597735,10.04358097,-0.458434937,7.091023624,12.84164325,44.27642686,1.010101011,1021.487872,4.278651099,87.6364,0,109.4304517,-0.08,0,5.771564545,959.6838027,0.502512563,0.141804788,-2,8.76381367,26.42752786,0.458434937,85.06861766,0,13.44923786,383.6858993,0.049723757,0.70532805,376.326,1270.527682,0.007283387,0.196984925,131.1319607,56.58610416,0.223606798,3.92,48.53093655,5.139425506,0.1456285,35.80739104,0.251256281,0.023613693,0,-0.729061406,0,0.393382692,33.11470865,50,475.5941208,0.049246231,-28.68,2.482897113,2.493318608,2.185395911,2.7145889
1,78,46.39926384,10.04358097,-0.462065126,8.505237186,12.84164325,44.42047361,1.010101011,1047.171158,4.759432516,89.1968,0,109.4304517,-0.08,0,8.024691358,959.6838027,0.502512563,0.135283364,-2,8.763817447,0,0.462065126,85.06861766,0,13.45045875,383.6858993,0.049360146,0.70532805,424.37,1296.210968,0.007283387,0.196984925,133.3702879,57.11636092,0.223606798,3.92,24.26546827,5.277244564,0.100924467,35.80739104,0.251256281,0.023613693,0,-0.609541579,0,0.397402662,33.11470914,50,476.0793368,0.049246231,-28.68,2.606164996,2.840200223,2.491361694,2.6799
2,78,72.08255033,10.04358097,-0.462067464,9.919450749,12.84164325,44.50202318,1.010101011,1072.854445,5.466539297,90.7572,0,109.4304517,-0.08,0,10.50812162,959.6838027,0.502512563,0.139745917,-2,8.76382124,0,0.462067464,85.06861766,0,13.4465546,383.6858993,0.049001815,0.70532805,472.414,1321.894255,0.007283387,0.196984925,137.4386911,57.8234677,0.223606798,3.92,24.26546827,5.363636119,0.14566781,35.80739104,0.251256281,0.023613693,0,-0.584690963,0,0.401369704,33.11470963,50,476.2888948,0.049246231,-28.68,2.611942695,2.78314576,2.820857989,2.5665631
3,78,20.71597735,10.04358097,-0.458434937,7.091023624,12.84164325,44.27642686,1.009968186,1021.487872,4.278651099,87.6364,0,109.4304517,-0.08,0,5.771564545,959.6838027,0.502479688,0.141804788,-2,8.76381367,26.42752786,0.458434937,85.06861766,0,13.44923786,383.6858993,0.049723757,0.70532805,376.326,1270.527682,0.007283387,0.246280469,131.1319607,56.58610416,0.223606798,3.92,48.53093655,5.139425506,0.1456285,35.80739104,0.211037248,0.023613693,0,-0.729061406,0,0.436994261,33.11470865,50,475.5941208,0.040202596,-28.68,2.474729278,2.72612383,2.195127599,2.6825182
4,78,46.39926384,10.04358097,-0.462065126,8.505237186,12.84164325,44.42047361,1.00995671,1047.171158,4.759432516,89.1968,0,109.4304517,-0.08,0,8.024691358,959.6838027,0.502476847,0.135283364,-2,8.763817447,0,0.462065126,85.06861766,0,13.45045875,383.6858993,0.049360146,0.70532805,424.37,1296.210968,0.007283387,0.24628473,133.3702879,57.11636092,0.223606798,3.92,24.26546827,5.277244564,0.100924467,35.80739104,0.215377988,0.023613693,0,-0.609541579,0,0.432439057,33.11470914,50,476.0793368,0.035860435,-28.68,2.645305806,2.655647376,2.484299839,2.6494756
5,78,72.08255033,10.04358097,-0.462067464,9.919450749,12.84164325,44.50202318,1.010114334,1072.854445,5.466539297,90.7572,0,109.4304517,-0.08,0,10.50812162,959.6838027,0.502515861,0.139745917,-2,8.76382124,0,0.462067464,85.06861766,0,13.4465546,383.6858993,0.049001815,0.70532805,472.414,1321.894255,0.007283387,0.246226209,137.4386911,57.8234677,0.223606798,3.92,24.26546827,5.363636119,0.14566781,35.80739104,0.21877051,0.023613693,0,-0.584690963,0,0.429065861,33.11470963,50,476.2888948,0.032487421,-28.68,2.353640723,2.814114356,2.820857989,2.5385673
