,pieceVSA_EState6,pieceBCUT2D_MRHI,ex1EState_VSA8,pieceEState_VSA6,piecePEOE_VSA10,piecefr_C_O_noCOO,pieceSlogP_VSA5,pieceBertzCT,pieceEState_VSA1,ex1qed,preChi1n,pieceSMR_VSA5,ex2MolLogP,ex1BCUT2D_LOGPHI,pieceVSA_EState4,preChi4v,piecePEOE_VSA7,ex2Chi4n,pieceFpDensityMorgan2,ex1SPS.1,preMinEStateIndex,pieceEState_VSA2,pieceBCUT2D_CHGLO,pieceHallKierAlpha,pieceBCUT2D_LOGPHI,pieceMaxEStateIndex,pieceBCUT2D_MWHI,ex1PEOE_VSA8,ex2MinAbsEStateIndex,preChi4n,pieceChi4n,pieceSlogP_VSA3,preSMR_VSA6,ex1EState_VSA4,R,pieceVSA_EState3,ex2BCUT2D_LOGPHI,pieceVSA_EState9,pieceVSA_EState2,pieceMinAbsEStateIndex,pieceChi4v,pieceNumHeteroatoms,pieceChi3v,preKappa3,polyol_ratio,preMaxPartialCharge,pieceKappa3,Diisocyanate_ratio,pieceMinEStateIndex,piecePEOE_VSA14,pieceEState_VSA3,pieceVSA_EState5,piecePEOE_VSA8,pieceBCUT2D_CHGHI,Hs_wt,extender2_ratio,prePEOE_VSA8,extender1_ratio,self_time,self_tem,E1
10,13.83264161,5.801873179,0,14.09534397,0,16,1241.438245,11972.28695,60.93240071,0.625313217,41.98537763,1293.698191,0.604,2.020339002,1.510002681,14.0331702,1161.9084,0.883597772,0.118343195,9.8,-0.418996804,171.1612612,-2.46448272,-15.84,2.655133777,13.54355351,16.71101297,13.08951281,0.591111111,14.0331702,65.80185232,381.4437472,212.3018029,11.12690298,1,66.8611981,2.020339002,3.247902929,206.4806906,0.0395799,65.80185232,113,90.53129495,64.74937925,0.384615385,0.406643739,317.8979296,0.5,-0.439218359,97.11908778,354.5376366,0,999.8618029,2.63780749,0.248026332,0.057692308,196.9521255,0.057692308,12,25,0.9797
11,13.83264161,5.801873179,0,14.09534397,0,16,1241.438245,11972.28695,60.93240071,0.625313217,41.98537763,1293.698191,0.604,2.020339002,1.510002681,14.0331702,1161.9084,0.883597772,0.118343195,9.8,-0.418996804,171.1612612,-2.46448272,-15.84,2.655133777,13.54355351,16.71101297,13.08951281,0.591111111,14.0331702,65.80185232,381.4437472,212.3018029,11.12690298,1,66.8611981,2.020339002,3.247902929,206.4806906,0.0395799,65.80185232,113,90.53129495,64.74937925,0.384615385,0.406643739,317.8979296,0.5,-0.439218359,97.11908778,354.5376366,0,999.8618029,2.63780749,0.248026332,0.057692308,196.9521255,0.057692308,24,25,1
12,13.83264161,5.801873179,0,14.09534397,0,16,1241.438245,11972.28695,60.93240071,0.625313217,41.98537763,1293.698191,0.604,2.020339002,1.510002681,14.0331702,1161.9084,0.883597772,0.118343195,9.8,-0.418996804,171.1612612,-2.46448272,-15.84,2.655133777,13.54355351,16.71101297,13.08951281,0.591111111,14.0331702,65.80185232,381.4437472,212.3018029,11.12690298,1,66.8611981,2.020339002,3.247902929,206.4806906,0.0395799,65.80185232,113,90.53129495,64.74937925,0.384615385,0.406643739,317.8979296,0.576923077,-0.439218359,97.11908778,354.5376366,0,999.8618029,2.63780749,0.286494555,0.096153846,196.9521255,0.096153846,6,25,0.4973
13,13.83264161,5.801873179,0,14.09534397,0,16,1241.438245,11972.28695,60.93240071,0.625313217,41.98537763,1293.698191,0.604,2.020339002,1.510002681,14.0331702,1161.9084,0.883597772,0.118343195,9.8,-0.418996804,171.1612612,-2.46448272,-15.84,2.655133777,13.54355351,16.71101297,13.08951281,0.591111111,14.0331702,65.80185232,381.4437472,212.3018029,11.12690298,1,66.8611981,2.020339002,3.247902929,206.4806906,0.0395799,65.80185232,113,90.53129495,64.74937925,0.384615385,0.406643739,317.8979296,0.576923077,-0.439218359,97.11908778,354.5376366,0,999.8618029,2.63780749,0.286494555,0.096153846,196.9521255,0.096153846,12,25,0.6042
14,13.83264161,5.801873179,0,14.09534397,0,16,1241.438245,11972.28695,60.93240071,0.625313217,41.98537763,1293.698191,0.604,2.020339002,1.510002681,14.0331702,1161.9084,0.883597772,0.118343195,9.8,-0.418996804,171.1612612,-2.46448272,-15.84,2.655133777,13.54355351,16.71101297,13.08951281,0.591111111,14.0331702,65.80185232,381.4437472,212.3018029,11.12690298,1,66.8611981,2.020339002,3.247902929,206.4806906,0.0395799,65.80185232,113,90.53129495,64.74937925,0.384615385,0.406643739,317.8979296,0.576923077,-0.439218359,97.11908778,354.5376366,0,999.8618029,2.63780749,0.286494555,0.096153846,196.9521255,0.096153846,24,25,0.8621
15,13.83264161,5.801873179,0,14.09534397,0,16,1241.438245,11972.28695,60.93240071,0.625313217,41.98537763,1293.698191,0.604,2.020339002,1.510002681,14.0331702,1161.9084,0.883597772,0.118343195,9.8,-0.418996804,171.1612612,-2.46448272,-15.84,2.655133777,13.54355351,16.71101297,13.08951281,0.591111111,14.0331702,65.80185232,381.4437472,212.3018029,11.12690298,1,66.8611981,2.020339002,3.247902929,206.4806906,0.0395799,65.80185232,113,90.53129495,64.74937925,0.384615385,0.406643739,317.8979296,0.653846154,-0.439218359,97.11908778,354.5376366,0,999.8618029,2.63780749,0.321218532,0.134615385,196.9521255,0.134615385,6,25,0.4279
16,13.83264161,5.801873179,0,14.09534397,0,16,1241.438245,11972.28695,60.93240071,0.625313217,41.98537763,1293.698191,0.604,2.020339002,1.510002681,14.0331702,1161.9084,0.883597772,0.118343195,9.8,-0.418996804,171.1612612,-2.46448272,-15.84,2.655133777,13.54355351,16.71101297,13.08951281,0.591111111,14.0331702,65.80185232,381.4437472,212.3018029,11.12690298,1,66.8611981,2.020339002,3.247902929,206.4806906,0.0395799,65.80185232,113,90.53129495,64.74937925,0.384615385,0.406643739,317.8979296,0.653846154,-0.439218359,97.11908778,354.5376366,0,999.8618029,2.63780749,0.321218532,0.134615385,196.9521255,0.134615385,12,25,0.6401
17,13.83264161,5.801873179,0,14.09534397,0,16,1241.438245,11972.28695,60.93240071,0.625313217,41.98537763,1293.698191,0.604,2.020339002,1.510002681,14.0331702,1161.9084,0.883597772,0.118343195,9.8,-0.418996804,171.1612612,-2.46448272,-15.84,2.655133777,13.54355351,16.71101297,13.08951281,0.591111111,14.0331702,65.80185232,381.4437472,212.3018029,11.12690298,1,66.8611981,2.020339002,3.247902929,206.4806906,0.0395799,65.80185232,113,90.53129495,64.74937925,0.384615385,0.406643739,317.8979296,0.653846154,-0.439218359,97.11908778,354.5376366,0,999.8618029,2.63780749,0.321218532,0.134615385,196.9521255,0.134615385,24,25,0.9061
18,13.83264161,5.801873179,0,14.09534397,0,16,1241.438245,11972.28695,60.93240071,0.625313217,41.98537763,1293.698191,0.604,2.020339002,1.510002681,14.0331702,1161.9084,0.883597772,0.118343195,9.8,-0.418996804,171.1612612,-2.46448272,-15.84,2.655133777,13.54355351,16.71101297,13.08951281,0.591111111,14.0331702,65.80185232,381.4437472,212.3018029,11.12690298,1,66.8611981,2.020339002,3.247902929,206.4806906,0.0395799,65.80185232,113,90.53129495,64.74937925,0.384615385,0.406643739,317.8979296,0.730769231,-0.439218359,97.11908778,354.5376366,0,999.8618029,2.63780749,0.352719555,0.173076923,196.9521255,0.173076923,6,25,0.1217
19,13.83264161,5.801873179,0,14.09534397,0,16,1241.438245,11972.28695,60.93240071,0.625313217,41.98537763,1293.698191,0.604,2.020339002,1.510002681,14.0331702,1161.9084,0.883597772,0.118343195,9.8,-0.418996804,171.1612612,-2.46448272,-15.84,2.655133777,13.54355351,16.71101297,13.08951281,0.591111111,14.0331702,65.80185232,381.4437472,212.3018029,11.12690298,1,66.8611981,2.020339002,3.247902929,206.4806906,0.0395799,65.80185232,113,90.53129495,64.74937925,0.384615385,0.406643739,317.8979296,0.730769231,-0.439218359,97.11908778,354.5376366,0,999.8618029,2.63780749,0.352719555,0.173076923,196.9521255,0.173076923,12,25,0.2133
20,13.83264161,5.801873179,0,14.09534397,0,16,1241.438245,11972.28695,60.93240071,0.625313217,41.98537763,1293.698191,0.604,2.020339002,1.510002681,14.0331702,1161.9084,0.883597772,0.118343195,9.8,-0.418996804,171.1612612,-2.46448272,-15.84,2.655133777,13.54355351,16.71101297,13.08951281,0.591111111,14.0331702,65.80185232,381.4437472,212.3018029,11.12690298,1,66.8611981,2.020339002,3.247902929,206.4806906,0.0395799,65.80185232,113,90.53129495,64.74937925,0.384615385,0.406643739,317.8979296,0.730769231,-0.439218359,97.11908778,354.5376366,0,999.8618029,2.63780749,0.352719555,0.173076923,196.9521255,0.173076923,24,25,0.3647
21,118.159734,8.766722618,0,194.1237462,26.42752786,61,1373.179548,20927.40433,374.4832945,0.44273582,49.43402674,1335.530898,0.3524,2.183066881,25.31786301,13.02130685,1618.669868,0.192386729,0.063444109,9.75,-0.733954492,687.1157243,-2.09604268,-55.61,2.695878028,12.62457485,33.11696545,11.50570721,0.225292895,13.02130685,61.98533646,553.4740461,167.6243888,11.50570721,0.25,43.63503306,2.183066881,8.497583631,742.1533677,0.152255188,65.29294998,187,103.3322786,70.92761288,0.5,0.507756147,365.0510658,0.2,-0.755292978,374.4832945,807.4583301,2.002489796,114.0095948,2.66233539,0.087864382,0.15,22.7495451,0.15,24,25,0.2
22,118.159734,8.766722618,0,194.1237462,26.42752786,61,1373.179548,20927.40433,374.4832945,0.44273582,49.43402674,1335.530898,0.3524,2.183066881,25.31786301,13.02130685,1618.669868,0.192386729,0.063444109,9.75,-0.733954492,687.1157243,-2.09604268,-55.61,2.695878028,12.62457485,33.11696545,11.50570721,0.225292895,13.02130685,61.98533646,553.4740461,167.6243888,11.50570721,0.199951992,43.63503306,2.183066881,8.497583631,742.1533677,0.152255188,65.29294998,187,103.3322786,70.92761288,0.5,0.507756147,365.0510658,0.1666,-0.755292978,374.4832945,807.4583301,2.002489796,114.0095948,2.66233539,0.085163013,0.1666,22.7495451,0.1666,24,25,0.34
23,118.159734,8.766722618,0,194.1237462,26.42752786,61,1373.179548,20927.40433,374.4832945,0.44273582,49.43402674,1335.530898,0.3524,2.183066881,25.31786301,13.02130685,1618.669868,0.192386729,0.063444109,9.75,-0.733954492,687.1157243,-2.09604268,-55.61,2.695878028,12.62457485,33.11696545,11.50570721,0.225292895,13.02130685,61.98533646,553.4740461,167.6243888,11.50570721,0.166627771,43.63503306,2.183066881,8.497583631,742.1533677,0.152255188,65.29294998,187,103.3322786,70.92761288,0.5,0.507756147,365.0510658,0.1428,-0.755292978,374.4832945,807.4583301,2.002489796,114.0095948,2.66233539,0.083246777,0.1785,22.7495451,0.1785,24,25,0.24
24,118.159734,8.766722618,0,194.1237462,26.42752786,61,1373.179548,20927.40433,374.4832945,0.44273582,49.43402674,1335.530898,0.3524,2.183066881,25.31786301,13.02130685,1618.669868,0.192386729,0.063444109,9.75,-0.733954492,687.1157243,-2.09604268,-55.61,2.695878028,12.62457485,33.11696545,11.50570721,0.225292895,13.02130685,61.98533646,553.4740461,167.6243888,11.50570721,0.25,43.63503306,2.183066881,8.497583631,742.1533677,0.152255188,65.29294998,187,103.3322786,70.92761288,0.5,0.507756147,365.0510658,0.2,-0.755292978,374.4832945,807.4583301,2.002489796,114.0095948,2.66233539,0.087864382,0.15,22.7495451,0.15,0.5,40,0.26
25,118.159734,8.766722618,0,194.1237462,26.42752786,61,1373.179548,20927.40433,374.4832945,0.44273582,49.43402674,1335.530898,0.3524,2.183066881,25.31786301,13.02130685,1618.669868,0.192386729,0.063444109,9.75,-0.733954492,687.1157243,-2.09604268,-55.61,2.695878028,12.62457485,33.11696545,11.50570721,0.225292895,13.02130685,61.98533646,553.4740461,167.6243888,11.50570721,0.199951992,43.63503306,2.183066881,8.497583631,742.1533677,0.152255188,65.29294998,187,103.3322786,70.92761288,0.5,0.507756147,365.0510658,0.1666,-0.755292978,374.4832945,807.4583301,2.002489796,114.0095948,2.66233539,0.085163013,0.1666,22.7495451,0.1666,0.5,40,0.32
26,118.159734,8.766722618,0,194.1237462,26.42752786,61,1373.179548,20927.40433,374.4832945,0.44273582,49.43402674,1335.530898,0.3524,2.183066881,25.31786301,13.02130685,1618.669868,0.192386729,0.063444109,9.75,-0.733954492,687.1157243,-2.09604268,-55.61,2.695878028,12.62457485,33.11696545,11.50570721,0.225292895,13.02130685,61.98533646,553.4740461,167.6243888,11.50570721,0.166627771,43.63503306,2.183066881,8.497583631,742.1533677,0.152255188,65.29294998,187,103.3322786,70.92761288,0.5,0.507756147,365.0510658,0.1428,-0.755292978,374.4832945,807.4583301,2.002489796,114.0095948,2.66233539,0.083246777,0.1785,22.7495451,0.1785,0.5,40,0.4
27,118.159734,8.766722618,0,194.1237462,26.42752786,61,1373.179548,20927.40433,374.4832945,0.44273582,49.43402674,1335.530898,0.3524,2.183066881,25.31786301,13.02130685,1618.669868,0.192386729,0.063444109,9.75,-0.733954492,687.1157243,-2.09604268,-55.61,2.695878028,12.62457485,33.11696545,11.50570721,0.225292895,13.02130685,61.98533646,553.4740461,167.6243888,11.50570721,0.25,43.63503306,2.183066881,8.497583631,742.1533677,0.152255188,65.29294998,187,103.3322786,70.92761288,0.5,0.507756147,365.0510658,0.2,-0.755292978,374.4832945,807.4583301,2.002489796,114.0095948,2.66233539,0.087864382,0.15,22.7495451,0.15,0.5,60,0.62
28,118.159734,8.766722618,0,194.1237462,26.42752786,61,1373.179548,20927.40433,374.4832945,0.44273582,49.43402674,1335.530898,0.3524,2.183066881,25.31786301,13.02130685,1618.669868,0.192386729,0.063444109,9.75,-0.733954492,687.1157243,-2.09604268,-55.61,2.695878028,12.62457485,33.11696545,11.50570721,0.225292895,13.02130685,61.98533646,553.4740461,167.6243888,11.50570721,0.199951992,43.63503306,2.183066881,8.497583631,742.1533677,0.152255188,65.29294998,187,103.3322786,70.92761288,0.5,0.507756147,365.0510658,0.1666,-0.755292978,374.4832945,807.4583301,2.002489796,114.0095948,2.66233539,0.085163013,0.1666,22.7495451,0.1666,0.5,60,0.68
29,118.159734,8.766722618,0,194.1237462,26.42752786,61,1373.179548,20927.40433,374.4832945,0.44273582,49.43402674,1335.530898,0.3524,2.183066881,25.31786301,13.02130685,1618.669868,0.192386729,0.063444109,9.75,-0.733954492,687.1157243,-2.09604268,-55.61,2.695878028,12.62457485,33.11696545,11.50570721,0.225292895,13.02130685,61.98533646,553.4740461,167.6243888,11.50570721,0.166627771,43.63503306,2.183066881,8.497583631,742.1533677,0.152255188,65.29294998,187,103.3322786,70.92761288,0.5,0.507756147,365.0510658,0.1428,-0.755292978,374.4832945,807.4583301,2.002489796,114.0095948,2.66233539,0.083246777,0.1785,22.7495451,0.1785,0.5,60,0.36
30,118.159734,8.766722618,0,194.1237462,26.42752786,61,1373.179548,20927.40433,374.4832945,0.44273582,49.43402674,1335.530898,0.3524,2.183066881,25.31786301,13.02130685,1618.669868,0.192386729,0.063444109,9.75,-0.733954492,687.1157243,-2.09604268,-55.61,2.695878028,12.62457485,33.11696545,11.50570721,0.225292895,13.02130685,61.98533646,553.4740461,167.6243888,11.50570721,0.25,43.63503306,2.183066881,8.497583631,742.1533677,0.152255188,65.29294998,187,103.3322786,70.92761288,0.5,0.507756147,365.0510658,0.2,-0.755292978,374.4832945,807.4583301,2.002489796,114.0095948,2.66233539,0.087864382,0.15,22.7495451,0.15,0.5,80,0.73
31,118.159734,8.766722618,0,194.1237462,26.42752786,61,1373.179548,20927.40433,374.4832945,0.44273582,49.43402674,1335.530898,0.3524,2.183066881,25.31786301,13.02130685,1618.669868,0.192386729,0.063444109,9.75,-0.733954492,687.1157243,-2.09604268,-55.61,2.695878028,12.62457485,33.11696545,11.50570721,0.225292895,13.02130685,61.98533646,553.4740461,167.6243888,11.50570721,0.199951992,43.63503306,2.183066881,8.497583631,742.1533677,0.152255188,65.29294998,187,103.3322786,70.92761288,0.5,0.507756147,365.0510658,0.1666,-0.755292978,374.4832945,807.4583301,2.002489796,114.0095948,2.66233539,0.085163013,0.1666,22.7495451,0.1666,0.5,80,0.85
32,118.159734,8.766722618,0,194.1237462,26.42752786,61,1373.179548,20927.40433,374.4832945,0.44273582,49.43402674,1335.530898,0.3524,2.183066881,25.31786301,13.02130685,1618.669868,0.192386729,0.063444109,9.75,-0.733954492,687.1157243,-2.09604268,-55.61,2.695878028,12.62457485,33.11696545,11.50570721,0.225292895,13.02130685,61.98533646,553.4740461,167.6243888,11.50570721,0.166627771,43.63503306,2.183066881,8.497583631,742.1533677,0.152255188,65.29294998,187,103.3322786,70.92761288,0.5,0.507756147,365.0510658,0.1428,-0.755292978,374.4832945,807.4583301,2.002489796,114.0095948,2.66233539,0.083246777,0.1785,22.7495451,0.1785,0.5,80,0.47
33,-1.323642222,6.066664611,0,0,66.06881965,86,2169.466039,21572.44095,133.3076729,0.516895098,57.76384982,2217.800766,0.5314,1.960693252,-3.625355753,18.64281124,1640.47868,0.577160188,0.069986541,9.75,-0.491162352,1587.514531,-2.462997678,-48.98,2.827574465,13.13795726,16.89808479,13.21376393,0.283163265,18.64281124,88.02004548,766.6721317,146.2329833,25.68328649,1,47.36773991,1.960693252,2.674013798,1067.777299,0.029288261,88.02004548,193,125.5691474,87.32463113,0.17,0.406643727,442.2569891,0.5,-0.556234131,515.3432113,1490.622095,-23.13462296,550.1502915,2.82747783,0.46898577,0,115.0646972,0.33,24,60,0.995
34,-2.350812446,6.072921618,0,14.09534397,66.06881965,86,2169.466039,21591.64685,96.74823244,0.516895098,57.76384982,2217.800766,0.5314,1.960693252,-3.24266733,18.64281124,1614.795394,0.577160188,0.079407806,9.75,-0.491162352,1597.27369,-2.464444012,-48.98,2.825058602,13.25914624,16.88208658,13.21376393,0.283163265,18.64281124,88.43632513,738.250954,146.2329833,25.68328649,1,65.44967005,1.960693252,3.174283009,1068.64114,0.000270034,88.43632513,193,126.0712994,87.32463113,0.17,0.406643727,442.2569891,0.5,-0.556031803,514.9704579,1478.276191,-23.04722752,590.4246611,2.826169472,0.46898577,0,115.0646972,0.33,24,60,0.275
35,-2.864543142,8.766561618,0,14.09534397,66.06881965,86,2118.099466,21522.56598,96.74823244,0.320455409,57.76384982,2166.434193,0.2002,2.142830747,-3.493680035,18.64281124,1589.112107,0.096225045,0.082543978,9,-0.491162352,1620.780844,-2.464491795,-47.58,2.824416502,13.26663655,33.11699815,11.75357678,0.65462963,18.64281124,86.96824731,738.250954,146.2329833,0,1,64.7800173,2.142830747,8.673160561,1068.693667,7.48E-05,89.76876708,197,127.8515383,87.32463113,0.17,0.406643727,439.9290921,0.5,-0.556239489,514.9704579,1452.097165,-22.06178966,564.2456355,2.823333899,0.472281132,0,115.0646972,0.33,24,60,0.344
36,-9.336461295,8.767312788,9.473725908,14.09534397,90.23618296,90,2118.099466,22445.96313,190.5772368,0.357058394,57.76384982,2190.601556,-0.6316,2.21934945,-4.553374128,18.64281124,1589.112107,0.68166604,0.092226614,14,-0.491162352,1600.67971,-2.464983624,-49.7,2.840328213,13.78535362,33.11699163,11.50570721,0.407968868,18.64281124,88.72524851,776.3765545,146.2329833,0,1,63.56854526,2.21934945,12.60344623,1124.801369,0.000952124,93.31983783,205,131.8355637,87.32463113,0.17,0.406643727,439.8340642,0.5,-1.128352541,538.8476791,1477.284712,-26.32922546,587.2570499,2.846633722,0.540171186,0,115.0646972,0.33,24,60,0.953
