,pieceVSA_EState6,pieceBCUT2D_MRHI,ex1EState_VSA8,pieceEState_VSA6,piecePEOE_VSA10,piecefr_C_O_noCOO,pieceSlogP_VSA5,pieceBertzCT,pieceEState_VSA1,ex1qed,preChi1n,pieceSMR_VSA5,ex2MolLogP,ex1BCUT2D_LOGPHI,pieceVSA_EState4,preChi4v,piecePEOE_VSA7,ex2Chi4n,pieceFpDensityMorgan2,ex1SPS.1,preMinEStateIndex,pieceEState_VSA2,pieceBCUT2D_CHGLO,pieceHallKierAlpha,pieceBCUT2D_LOGPHI,pieceMaxEStateIndex,pieceBCUT2D_MWHI,ex1PEOE_VSA8,ex2MinAbsEStateIndex,preChi4n,pieceChi4n,pieceSlogP_VSA3,preSMR_VSA6,ex1EState_VSA4,R,pieceVSA_EState3,ex2BCUT2D_LOGPHI,pieceVSA_EState9,pieceVSA_EState2,pieceMinAbsEStateIndex,pieceChi4v,pieceNumHeteroatoms,pieceChi3v,preKappa3,polyol_ratio,preMaxPartialCharge,pieceKappa3,Diisocyanate_ratio,pieceMinEStateIndex,piecePEOE_VSA14,pieceEState_VSA3,pieceVSA_EState5,piecePEOE_VSA8,pieceBCUT2D_CHGHI,Hs_wt,extender2_ratio,prePEOE_VSA8,extender1_ratio,self_time,self_tem,pregbr,preXGB,
10,136.410572,8.763785225,0,35.68313992,0,16,1963.895138,22438.11175,60.93240071,0.64279436,73.39232993,1936.037454,-0.316,2.37019386,29.16341867,18.76330769,2257.916393,0.288675135,0.055066079,777,-0.504299918,36.18668707,-2.104034862,-30.62,2.906474917,13.11577373,33.11475595,21.1657395,0.775,18.76330769,92.09494833,761.8960161,418.6859034,11.37477255,1,62.06248783,1.767324744,6.319777146,202.2988308,0.255902247,94.02580311,190,149.8986877,128.4538145,0.25,0.411111954,647.8654639,0.5,-0.497732123,97.11908778,431.454826,0,1989.275727,2.85573747,0.2724336,0,392.7349351,0.25,8,60,0.829901581,0.8038147,0.816858141
11,121.5772912,8.763545696,0,7.047671983,13.21376393,16,1963.895138,21563.1275,79.21212092,0.44273582,73.39232993,1926.246487,-0.316,2.183066881,27.62413432,18.76330769,2209.385457,0.288675135,0.058888889,777,-0.504299918,31.30710747,-2.104034862,-29.06,2.89323198,12.78634875,33.11471323,11.50570721,0.775,18.76330769,90.9619764,776.1066049,418.6859034,11.50570721,1,53.24686458,1.767324744,5.944611923,199.1399434,0.199617181,92.61578316,190,148.1631754,128.4538145,0.25,0.411111954,659.9375597,0.5,-0.55220665,97.30546446,443.6939685,1.094984033,1972.568022,2.847574474,0.246639069,0,392.7349351,0.25,8,60,0.799360983,0.74957746,0.774469222
12,120.995096,8.763229423,0,14.09534397,0,16,1963.895138,21175.80896,60.93240071,0.320455409,73.39232993,1926.246487,-0.316,2.142830747,27.84074714,18.76330769,2209.385457,0.288675135,0.054565702,777,-0.504299918,36.18668707,-2.104034862,-29.06,2.890101291,12.78633415,33.11472506,11.75357678,0.775,18.76330769,90.84812658,761.8960161,418.6859034,0,1,61.76395751,1.767324744,5.959104346,199.5161789,0.25589754,92.24838646,190,147.5877232,128.4538145,0.25,0.411111954,658.0278983,0.5,-0.500081417,97.11908778,425.2267482,0.632834553,1968.109987,2.845016416,0.238022088,0,392.7349351,0.25,8,60,0.785261927,0.7440547,0.764658314
13,117.1933814,8.763880693,9.473725908,38.36081224,12.08368166,18,1963.895138,22015.45256,97.01692197,0.357058394,73.39232993,1938.330169,-0.316,2.21934945,27.11808045,18.76330769,2209.385457,0.288675135,0.064977974,777,-0.504299918,48.84392919,-2.183989162,-30.12,2.900038235,13.30450219,33.114715,11.50570721,0.775,18.76330769,91.72913635,780.9588163,418.6859034,0,1,61.20918359,1.767324744,7.995793201,226.6304892,0.061954645,94.02643101,194,149.5797359,128.4538145,0.25,0.411111954,656.0582155,0.5,-1.066512185,109.0576984,413.4731715,-1.234797385,1979.615694,2.859832886,0.277684719,0,392.7349351,0.25,8,60,0.784702008,0.72933555,0.757018779
14,136.0406581,8.763781399,0,31.31314026,11.49902367,16,1963.895138,22429.01655,79.21212092,0.810579141,73.39232993,1936.037454,-0.316,2.37515263,27.53945254,18.76330769,2257.916393,0.288675135,0.064977974,777,-0.504299918,18.09334354,-2.104034862,-30.62,2.907560022,12.99953198,33.114756,9.790966951,0.775,18.76330769,91.92300042,766.632879,418.6859034,9.790966951,1,53.30709373,1.767324744,5.973275892,201.8271845,0.255908018,93.8538552,190,149.6668068,128.4538145,0.25,0.411111954,647.8654639,0.5,-0.617665228,97.30546446,443.687285,0.775920064,1970.853282,2.856520484,0.272954111,0,392.7349351,0.25,8,60,0.820357436,0.7974945,0.808925968
15,121.7585422,8.763371975,0,28.63546794,0,16,1976.736781,21597.54905,79.21212092,0.457314917,73.39232993,1939.08813,-0.316,2.214369426,27.72579549,18.76330769,2222.2271,0.288675135,0.058758315,777,-0.504299918,31.30710747,-2.104034862,-29.06,2.895601812,12.7863736,33.11471331,24.71947114,0.775,18.76330769,91.19064151,776.1066049,418.6859034,24.34735046,1,53.30475357,1.767324744,6.274815528,199.1411686,0.255900597,93.31196185,190,148.8178759,128.4538145,0.25,0.411111954,661.8475664,0.5,-0.51465947,97.30546446,431.8161406,1.577283654,1972.568022,2.849536158,0.254516882,0,392.7349351,0.25,8,60,0.8075731,0.7245853,0.7660792
16,117.1933814,8.763880693,9.473725908,38.36081224,12.08368166,18,1963.895138,22015.45256,97.01692197,0.357058394,73.39232993,1938.330169,-0.316,2.21934945,27.11808045,18.76330769,2209.385457,0.288675135,0.064977974,777,-0.504299918,48.84392919,-2.183989162,-30.12,2.900038235,13.30450219,33.114715,11.50570721,0.775,18.76330769,91.72913635,780.9588163,418.6859034,0,1,61.20918359,1.767324744,7.995793201,226.6304892,0.061954645,94.02643101,194,149.5797359,128.4538145,0.25,0.411111954,656.0582155,0.5,-1.066512185,109.0576984,413.4731715,-1.234797385,1979.615694,2.859832886,0.277684719,0,392.7349351,0.25,8,60,0.784702008,0.72933555,0.757018779
17,134.5718854,8.764195664,0,79.8440768,26.42752786,18,1984.611115,22851.83809,91.1507315,0.495409576,73.39232993,1936.037454,-0.316,2.402742668,27.68486262,18.76330769,2233.650925,0.288675135,0.067538126,777,-0.504299918,68.86153831,-2.117735308,-31.68,2.916271531,13.47010769,33.114758,9.790966951,0.775,18.76330769,92.70598548,785.5803308,418.6859034,0,1,53.07076018,1.767324744,5.398018947,227.7919216,0.212345587,95.04678122,194,150.9631212,128.4538145,0.25,0.411111954,648.7221024,0.5,-0.727558386,109.244075,428.7654643,-1.269554628,1970.853282,2.868690849,0.309149895,0,392.7349351,0.25,8,60,0.810060168,0.7744446,0.792252384
18,135.4378183,8.764200315,0,31.31314026,0,18,2010.294402,22922.28252,91.1507315,0.26439453,73.39232993,1961.72074,-0.316,2.403378968,28.13514269,18.76330769,2259.334212,0.288675135,0.066160521,777,-0.504299918,57.73463532,-2.11435125,-31.68,2.920785176,13.4709064,33.11475851,23.00473088,0.775,18.76330769,93.23624224,785.5803308,418.6859034,9.790966951,1,53.21340684,1.767324744,5.53548948,227.8168642,0.101682026,95.57703798,194,151.8738048,128.4538145,0.25,0.411111954,652.5003874,0.5,-0.608063765,109.244075,465.5756538,-1.021098146,1970.853282,2.872556122,0.322284768,0,392.7349351,0.25,8,60,0.854453443,0.766215,0.810334222
19,135.9963235,8.764204985,0,31.31314026,0,18,2035.977688,23010.71737,91.1507315,0.155490595,73.39232993,1987.404027,-0.316,2.403708222,28.41221227,18.76330769,2285.017498,0.288675135,0.066954644,777,-0.504299918,51.12775336,-2.112499075,-31.68,2.925384815,13.46659416,33.11475903,23.00473088,0.775,18.76330769,93.94334902,785.5803308,418.6859034,61.15753993,1,53.29365896,1.767324744,5.621556042,227.8102561,0.22137541,96.28414476,194,152.8738048,128.4538145,0.25,0.411111954,656.2802896,0.5,-0.547134009,109.244075,472.1825358,-0.891138469,1970.853282,2.876463712,0.334929503,0,392.7349351,0.25,8,60,0.829028357,0.74151295,0.785270654
20,152.0982826,8.763801476,0,35.68313992,0,16,1962.180397,22872.68676,60.93240071,0.64279436,73.39232993,1936.037454,2.6362,2.37019386,32.73544128,18.76330769,2293.308765,1.65728322,0.051198257,777,-0.504299918,36.18668707,-2.105553349,-32.18,2.920090419,13.12523903,33.11475722,21.1657395,0.815958023,18.76330769,93.47557638,774.7376593,418.6859034,11.37477255,1,62.24919358,2.109394655,6.319787548,203.0609117,0.255926084,95.40643115,190,151.8499791,128.4538145,0.25,0.411111954,638.3039723,0.5,-0.497740344,97.11908778,410.2915605,0,1987.560986,2.866332286,0.2724336,0,392.7349351,0.25,8,60,0.847328337,0.7912621,0.819295219
21,137.2649497,8.763561101,0,7.047671983,13.21376393,16,1962.180397,22463.61594,79.21212092,0.44273582,73.39232993,1926.246487,2.6362,2.183066881,31.19617294,18.76330769,2244.777828,1.65728322,0.056043956,777,-0.504299918,31.30710747,-2.105553349,-30.62,2.907054723,13.12510916,33.1147145,11.50570721,0.815958023,18.76330769,92.34260444,788.9482482,418.6859034,11.50570721,1,53.43353247,2.109394655,5.944622371,199.9020528,0.199604592,93.9964112,190,150.1144667,128.4538145,0.25,0.411111954,649.7599264,0.5,-0.552214548,97.30546446,422.5307031,1.094959066,1970.853282,2.858182231,0.246639069,0,392.7349351,0.25,8,60,0.816787739,0.73873204,0.77775989
22,136.6827811,8.76324488,0,14.09534397,0,16,1962.180397,22438.11175,60.93240071,0.320455409,73.39232993,1926.246487,2.6362,2.142830747,31.41281427,18.76330769,2244.777828,1.65728322,0.053964758,777,-0.504299918,36.18668707,-2.105553349,-30.62,2.903954831,13.12509457,33.11472633,11.75357678,0.815958023,18.76330769,92.22875462,774.7376593,418.6859034,0,1,61.95066607,2.109394655,5.959114724,200.2782918,0.255921448,93.62901451,190,149.5390146,128.4538145,0.25,0.411111954,647.8654639,0.5,-0.500089638,97.11908778,410.6703647,0.632809501,1966.395247,2.855634952,0.238022088,0,392.7349351,0.25,8,60,0.802688683,0.73224974,0.767469212
23,132.8806986,8.763896536,9.473725908,38.36081224,12.08368166,18,1962.180397,22913.79885,97.01692197,0.357058394,73.39232993,1938.330169,2.6362,2.21934945,30.6899341,18.76330769,2244.777828,1.65728322,0.062091503,777,-0.504299918,48.84392919,-2.183989162,-31.68,2.913821971,13.30464662,33.11471628,11.50570721,0.815958023,18.76330769,93.1097644,793.8004596,418.6859034,0,1,61.39589422,2.109394655,7.995807214,227.3928742,0.061942098,95.40705906,194,151.5310273,128.4538145,0.25,0.411111954,646.2133179,0.5,-1.066529516,109.0576984,398.9167879,-1.234837866,1977.900954,2.870327981,0.277684719,0,392.7349351,0.25,8,60,0.804450815,0.7142073,0.759329058
24,151.7283111,8.763797628,0,31.31314026,11.49902367,16,1962.180397,22863.59156,79.21212092,0.810579141,73.39232993,1936.037454,2.6362,2.37515263,31.11145162,18.76330769,2293.308765,1.65728322,0.062091503,777,-0.504299918,18.09334354,-2.105553349,-32.18,2.921150841,13.12522876,33.11475728,9.790966951,0.815958023,18.76330769,93.30362847,779.4745223,418.6859034,9.790966951,1,53.49376014,2.109394655,5.97328639,202.589266,0.255931759,95.23448324,190,151.6180982,128.4538145,0.25,0.411111954,638.3039723,0.5,-0.617673126,97.30546446,422.5240195,0.7759046,1969.138542,2.867102861,0.272954111,0,392.7349351,0.25,8,60,0.837784192,0.7909874,0.814385796
25,137.4462322,8.763387376,0,28.63546794,0,16,1975.022041,22498.22285,79.21212092,0.457314917,73.39232993,1939.08813,2.6362,2.214369426,31.29784499,18.76330769,2257.619471,1.65728322,0.055921053,777,-0.504299918,31.30710747,-2.105553349,-30.62,2.909405494,13.12513401,33.11471459,24.71947114,0.815958023,18.76330769,92.57126955,788.9482482,418.6859034,24.34735046,1,53.49142059,2.109394655,6.27482595,199.903274,0.255924465,94.6925899,190,150.7691673,128.4538145,0.25,0.411111954,651.6547815,0.5,-0.514667368,97.30546446,417.2597571,1.577258771,1970.853282,2.860142515,0.254516882,0,392.7349351,0.25,8,60,0.82374229,0.7137399,0.768741095
26,132.8806986,8.763896536,9.473725908,38.36081224,12.08368166,18,1962.180397,22913.79885,97.01692197,0.357058394,73.39232993,1938.330169,2.6362,2.21934945,30.6899341,18.76330769,2244.777828,1.65728322,0.062091503,777,-0.504299918,48.84392919,-2.183989162,-31.68,2.913821971,13.30464662,33.11471628,11.50570721,0.815958023,18.76330769,93.1097644,793.8004596,418.6859034,0,1,61.39589422,2.109394655,7.995807214,227.3928742,0.061942098,95.40705906,194,151.5310273,128.4538145,0.25,0.411111954,646.2133179,0.5,-1.066529516,109.0576984,398.9167879,-1.234837866,1977.900954,2.870327981,0.277684719,0,392.7349351,0.25,8,60,0.804450815,0.7142073,0.759329058
27,150.2592293,8.764212334,0,79.8440768,26.42752786,18,1982.896375,23755.82078,91.1507315,0.495409576,73.39232993,1936.037454,2.6362,2.402742668,31.25665137,18.76330769,2269.043296,1.65728322,0.064655172,777,-0.504299918,68.86153831,-2.117735308,-33.24,2.929817128,13.47024962,33.11475928,9.790966951,0.815958023,18.76330769,94.08661353,798.4219741,418.6859034,0,1,53.25742847,2.109394655,5.398029858,228.5542713,0.212357642,96.42740927,194,152.9144126,128.4538145,0.25,0.411111954,639.3626786,0.5,-0.727566284,109.244075,414.2090808,-1.26956999,1969.138542,2.87921159,0.309149895,0,392.7349351,0.25,8,60,0.80981613,0.72605896,0.767937545
28,151.1252264,8.764217024,0,31.31314026,0,18,2008.579661,23836.57967,91.1507315,0.26439453,73.39232993,1961.72074,2.6362,2.403378968,31.70695458,18.76330769,2294.726583,1.65728322,0.063304721,777,-0.504299918,57.73463532,-2.11435125,-33.24,2.93430592,13.47104736,33.11475979,23.00473088,0.815958023,18.76330769,94.61687029,798.4219741,418.6859034,9.790966951,1,53.40007342,2.109394655,5.535500335,228.5792045,0.101669564,96.95766603,194,153.8250962,128.4538145,0.25,0.411111954,643.1100243,0.5,-0.608071663,109.244075,451.0192703,-1.021113408,1969.138542,2.883076313,0.322284768,0,392.7349351,0.25,8,60,0.855466971,0.7168699,0.786168436
29,151.6837947,8.764221735,0,31.31314026,0,18,2034.262948,23917.36709,91.1507315,0.155490595,73.39232993,1987.404027,2.6362,2.403708222,31.98404689,18.76330769,2320.409869,1.65728322,0.064102564,777,-0.504299918,51.12775336,-2.112499075,-33.24,2.938878607,13.46673414,33.11476031,23.00473088,0.815958023,18.76330769,95.32397707,798.4219741,418.6859034,61.15753993,1,53.48032385,2.109394655,5.621566843,228.5725871,0.22136303,97.66477281,194,154.8250962,128.4538145,0.25,0.411111954,646.859166,0.5,-0.547141907,109.244075,457.6261523,-0.891153633,1969.138542,2.886982047,0.334929503,0,392.7349351,0.25,8,60,0.846455113,0.72986287,0.788158992
30,135.5795771,8.763793393,0,59.82467341,0,16,1962.310874,23321.8017,84.70926226,0.64279436,73.39232993,1936.540369,-0.80468,2.37019386,28.64473243,18.76330769,2251.998487,1.039015105,0.074398249,777,-0.504299918,50.28315033,-2.111763101,-31.74,2.913675865,13.22039417,33.1147568,21.1657395,0.06000189,18.76330769,92.69948399,777.7905636,418.6859034,11.37477255,1,55.89278234,1.991367908,6.069471956,222.9193524,0.050559518,94.63033876,193,150.7066405,128.4538145,0.25,0.411111954,638.656597,0.5,-0.69437518,97.2433389,415.6754934,-0.050559518,1986.816743,2.863631072,0.2724336,0,392.7349351,0.25,8,60,0.844240655,0.79538983,0.819815243
31,120.7466311,8.763553439,0,31.18920547,13.21376393,16,1962.310874,22455.9926,102.9889825,0.44273582,73.39232993,1926.749402,-0.80468,2.183066881,27.10552031,18.76330769,2203.467551,1.039015105,0.070640177,777,-0.504299918,45.40357073,-2.111762924,-30.18,2.900532903,13.22026617,33.11471408,11.50570721,0.06000189,18.76330769,91.56651205,792.0011524,418.6859034,11.50570721,1,47.07724206,1.991367908,5.69430603,219.760365,0.050559239,93.22031882,193,148.9711282,128.4538145,0.25,0.411111954,650.2267616,0.5,-0.694374899,97.42971558,427.9146359,1.044342937,1970.109039,2.855498778,0.246639069,0,392.7349351,0.25,8,60,0.809743577,0.7377554,0.773749489
32,120.1643245,8.763237192,0,38.23687746,0,16,1962.310874,22430.60405,84.70926226,0.320455409,73.39232993,1926.749402,-0.80468,2.142830747,27.32215365,18.76330769,2203.467551,1.039015105,0.077433628,777,-0.504299918,50.28315033,-2.111762893,-30.18,2.897415971,13.22025172,33.11472591,11.75357678,0.06000189,18.76330769,91.45266223,777.7905636,418.6859034,0,1,55.59427518,1.991367908,5.708798067,220.1365938,0.050551704,92.85292212,193,148.3956761,128.4538145,0.25,0.411111954,648.3293486,0.5,-0.694367544,97.2433389,416.0542976,0.582200672,1965.651004,2.852955481,0.238022088,0,392.7349351,0.25,8,60,0.796514924,0.74120253,0.768858727
33,116.3626141,8.763888656,9.473725908,62.50234573,12.08368166,18,1962.310874,22906.20299,120.7937835,0.357058394,73.39232993,1938.833084,-0.80468,2.21934945,26.59932388,18.76330769,2203.467551,1.039015105,0.083150985,777,-0.504299918,62.94039245,-2.183989162,-31.24,2.907324032,13.30457325,33.11471586,11.50570721,0.06000189,18.76330769,92.33367201,796.8533639,418.6859034,0,1,55.03954198,1.991367908,7.745426485,247.2511415,0.05060792,94.63096667,197,150.3876887,128.4538145,0.25,0.411111954,646.6184978,0.5,-1.06655691,109.1819495,397.6938389,-1.285561999,1977.156711,2.867641737,0.277684719,0,392.7349351,0.25,8,60,0.796805841,0.7228612,0.759833521
34,135.209775,8.763789556,0,55.45467375,11.49902367,16,1962.310874,23312.62966,102.9889825,0.810579141,73.39232993,1936.540369,-0.80468,2.37515263,27.02081084,18.76330769,2251.998487,1.039015105,0.076586433,777,-0.504299918,32.1898068,-2.111763051,-31.74,2.914748639,13.22038406,33.11475686,9.790966951,0.06000189,18.76330769,92.52753608,782.5274265,418.6859034,9.790966951,1,47.13745662,1.991367908,5.722970734,222.4476758,0.050569751,94.45839085,193,150.4747596,128.4538145,0.25,0.411111954,638.656597,0.5,-0.694385148,97.42971558,427.9079524,0.725275755,1968.394299,2.864402816,0.272954111,0,392.7349351,0.25,8,60,0.837608589,0.7843137,0.810961145
35,120.9278802,8.763379715,0,52.77700143,0,16,1975.152517,22490.56075,102.9889825,0.457314917,73.39232993,1939.591046,-0.80468,2.214369426,27.20719126,18.76330769,2216.309194,1.039015105,0.070484581,777,-0.504299918,45.40357073,-2.111762957,-30.18,2.902894566,13.22029072,33.11471417,24.71947114,0.06000189,18.76330769,91.79517717,792.0011524,418.6859034,24.34735046,1,47.13512165,1.991367908,6.024509987,219.7616274,0.050556433,93.91649751,193,149.6258287,128.4538145,0.25,0.411111954,652.1245589,0.5,-0.694372183,97.42971558,422.64369,1.526645682,1970.109039,2.857454315,0.254516882,0,392.7349351,0.25,8,60,0.817955694,0.71974385,0.768849772
36,116.3626141,8.763888656,9.473725908,62.50234573,12.08368166,18,1962.310874,22906.20299,120.7937835,0.357058394,73.39232993,1938.833084,-0.80468,2.21934945,26.59932388,18.76330769,2203.467551,1.039015105,0.083150985,777,-0.504299918,62.94039245,-2.183989162,-31.24,2.907324032,13.30457325,33.11471586,11.50570721,0.06000189,18.76330769,92.33367201,796.8533639,418.6859034,0,1,55.03954198,1.991367908,7.745426485,247.2511415,0.05060792,94.63096667,197,150.3876887,128.4538145,0.25,0.411111954,646.6184978,0.5,-1.06655691,109.1819495,397.6938389,-1.285561999,1977.156711,2.867641737,0.277684719,0,392.7349351,0.25,8,60,0.796805841,0.7228612,0.759833521
